mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/GbMajor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,C#/DbMajor_count,F#/Gbminor_count,BMajor_count,D#_Ebminor_count,Dminor_count
INTJ,NT,INTJ - THE ARCHITECT,0US67rLfU9dpUa7aZx4nwf,42,0.6035238095238096,0.1331810134595362,0.6427380952380952,0.1608727810541244,-6.641571428571428,2.0582698529241603,0.4285714285714285,0.5008703226778095,0.1174833333333333,0.101050265001684,0.1865072714285714,0.1723057412852943,0.1853523809523809,0.1237797300835587,0.3846380952380953,0.1899131225669059,124.24819047619047,30.266902257342377,0.0669012269047619,0.1571176785890065,3.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,1.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,2.0
INTJ,NT,intj,3qge1tJiFFKVhvrCor5QFk,50,0.6891599999999998,0.1035211424723254,0.8289200000000001,0.1071407314074839,-3.63406,1.5276017940629978,0.54,0.5034574339058886,0.098832,0.0533813215058814,0.06823274,0.0944405240061896,0.190598,0.1551122075617965,0.5516000000000001,0.1736409619688551,122.99536,25.289395070887497,0.000274238,0.001306475028567,2.0,3.0,1.0,2.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,6.0,0.0,4.0,2.0,6.0,5.0,0.0,3.0,5.0,1.0,0.0,1.0,1.0
INTJ,NT,intj 5w6,6PTqzOGmqUxPja449Dk7Qn,50,0.56716,0.1234608687902729,0.7538200000000002,0.1426426518347474,-5.39026,1.8192747804932536,0.42,0.4985693819032897,0.066496,0.0429708442209508,0.071774624,0.1322606619734011,0.1959479999999999,0.1392959970416836,0.444538,0.1885240491236043,126.87709999999998,31.592145058510333,0.0239188265999999,0.089959489680598,2.0,3.0,2.0,2.0,0.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,0.0,0.0,4.0
INTJ,NT,Lofi for INTJs 🙃,1z70AK3BEtp6TmfT0Bnmhe,44,0.653659090909091,0.103898193278787,0.2688418181818182,0.1391759886279628,-14.625522727272733,5.959114022210351,0.5909090909090909,0.4973502728147657,0.0788636363636363,0.0875734298955947,0.746515909090909,0.2345759151608983,0.154840909090909,0.1356387461248338,0.2751954545454545,0.1712781593952804,105.79293181818184,33.249318588155134,0.8162272727272728,0.1871620195565383,1.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,5.0,2.0,3.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0
INTJ,NT,intj and perfeksionis.,51z6BeNxSVJTmkez03uciF,50,0.55476,0.1512553672517077,0.58682,0.2319694464398978,-8.42672,2.5164310087981385,0.8,0.4040610178208843,0.039422,0.0138702631553983,0.38305958,0.3606254568728313,0.183824,0.1133919436363653,0.446646,0.231257068913469,116.90123999999996,27.720731429052027,0.1301677902,0.2537746189818565,0.0,12.0,0.0,7.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,6.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0,2.0
INTJ,NT,Evil vibes intj,1AMI2p7uU7piypXvbRKyAd,50,0.523778,0.1409228581710647,0.6718,0.2236260544858267,-8.44202,4.3389806406104,0.68,0.4712120714991611,0.058306,0.0360399178349648,0.2135301799999999,0.2548955392437355,0.189044,0.1635295269599808,0.419008,0.2386730902643331,116.84521999999998,24.277486188740586,0.1061402767999999,0.2156124002665106,0.0,3.0,1.0,9.0,0.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,7.0,2.0,3.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0
INTJ,NT,Intj personality ✨,6jqcbpuhSYPnSrQ9A5ex3X,28,0.5940000000000001,0.1427606128895242,0.6940714285714286,0.1478975943438513,-5.93025,2.1430402534198416,0.5357142857142857,0.5078745001833699,0.0886107142857143,0.0774998032938278,0.1399075357142857,0.1835588588347138,0.1739071428571428,0.1378202396805653,0.5273571428571429,0.231040515011371,117.71785714285711,26.57845311486048,0.0153125871428571,0.0476625826554793,3.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0
INTJ,NT,intj,3mj4xqmvEztUGLxFbIC4Lk,17,0.5995882352941178,0.167525766235947,0.5306470588235295,0.2352583529804177,-8.717470588235294,4.144868923103104,0.1764705882352941,0.3929526239966879,0.0961588235294117,0.0744220150461502,0.3139058823529412,0.2977344317310904,0.1672529411764705,0.1375247982985571,0.4171882352941176,0.2244207596300778,110.34282352941176,31.50129295805828,0.1578052323529412,0.3390346212075817,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,4.0,0.0
INTJ,NT,INTJ the mastermind,051EIkHM5iKrdTH3HLu6BC,50,0.59406,0.1457842143129946,0.60798,0.1426746677456321,-7.55308,2.57685318169274,0.46,0.5034574339058886,0.072306,0.0678644760248132,0.2303415999999999,0.246896048507902,0.147938,0.1083477826072982,0.375196,0.2102759750850277,116.20404,30.41137572199735,0.056337188,0.1552526361379882,3.0,3.0,0.0,4.0,0.0,4.0,1.0,2.0,1.0,0.0,6.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
INTJ,NT,intj female,5i5yGUTU0AfZiHPsc9wTZf,50,0.57656,0.150601401191411,0.68942,0.1516497158801513,-6.679320000000001,2.6079692266871057,0.52,0.5046720495044484,0.062762,0.0585029247132141,0.1868050999999999,0.2208680558533043,0.191646,0.1298007660271097,0.4745739999999999,0.224793364353005,125.96014,25.92357517467725,0.127970256,0.2699286982987375,3.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,3.0,4.0,0.0,3.0,3.0,3.0,5.0,1.0,0.0,3.0,4.0,3.0,1.0,2.0,0.0,2.0
INTJ,NT,🫀🦷God complex INTJ🦷🫀,4x17ScWku8zeKs6vvkbtSe,45,0.5907333333333333,0.1650441263310016,0.6843777777777779,0.1884502935293896,-6.34411111111111,3.4794434391817104,0.7111111111111111,0.4583677673015522,0.0863844444444444,0.0870840528025955,0.1557995422222222,0.2412553527053917,0.1884444444444445,0.1471021994081226,0.4393622222222223,0.2411898227244644,120.75268888888893,28.49988728751414,0.2260260948888889,0.3577302996292176,0.0,4.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,7.0,0.0,2.0,1.0,3.0,0.0,2.0,3.0,5.0,2.0,1.0,0.0,0.0
INTJ,NT,INTJ,6mXYaRs9aqFHa5QtAbsRoK,50,0.589,0.1610705258131179,0.68498,0.1935161745072446,-6.91868,3.230250962892095,0.5,0.5050762722761054,0.103808,0.1100990237773918,0.188432448,0.2116672350371303,0.1982259999999999,0.1526029927355186,0.43773,0.2310343187246678,129.60834,27.077370681905325,0.0545089072,0.1668798623659418,1.0,5.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,4.0,5.0,1.0,2.0,0.0,5.0,4.0,3.0,2.0,0.0,1.0
INTJ,NT,INTJ,5kZX5cNqsYz1VaS5vl5UQL,50,0.50104,0.149546519961693,0.57904,0.1944196974987622,-7.18374,3.979965438317785,0.72,0.4535573676110727,0.044052,0.0211287717560289,0.3222406,0.3090391394432037,0.180276,0.1077674737192847,0.4144259999999999,0.2003479736226296,121.462,32.51941662817361,0.0642369477999999,0.1828346892182422,1.0,2.0,1.0,3.0,0.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,0.0,6.0,2.0,3.0,1.0,6.0,2.0,5.0,2.0,1.0,1.0,0.0
INTJ,NT,intj vibes,4VWCIaTE5UaTIo0JkcwnKb,50,0.58694,0.1761548958926171,0.65628,0.1817833471639315,-6.47224,2.2602679862786004,0.4,0.4948716593053935,0.072682,0.0639426295476608,0.1694575999999999,0.2102944508663594,0.17694,0.1097458715694153,0.485652,0.2122542326589334,124.04766,28.66361845836877,0.0415523754,0.1098818074283902,3.0,2.0,1.0,2.0,0.0,5.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,3.0,2.0,3.0,4.0,6.0,0.0,2.0,1.0,1.0,1.0
INTJ,NT,INTJ,3XCmrgckK4NEPBvlXob7yN,8,0.5255,0.1443794603516323,0.688,0.224119865888132,-7.985875,4.0421852094946304,0.625,0.5175491695067657,0.055925,0.0456148393774281,0.2856762499999999,0.3073121818020375,0.155075,0.1309802138819884,0.432625,0.2505028870663399,113.3435,31.49297761179693,0.298324165,0.4114279024864232,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INTJ,NT,INTJ PDB,3Eoa8kKsGybYBW9Kz82TkW,39,0.5598461538461539,0.1496298131110906,0.6386666666666666,0.2086654755865339,-7.815692307692307,3.587520461367258,0.5641025641025641,0.5023561221029409,0.0718717948717948,0.0831111080951212,0.2097701282051282,0.2739651051879436,0.1517333333333333,0.1124670790038094,0.3435230769230769,0.2484669304073942,125.87620512820511,29.983636305737,0.0922948323076923,0.1955581509646922,1.0,5.0,3.0,2.0,0.0,5.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,4.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
INTJ,NT,intj™,6EmRODCYJUVvoCSDDfUKpB,50,0.60988,0.1446005955897069,0.7040400000000001,0.1755177716451109,-6.12642,2.1344375934676942,0.6,0.4948716593053935,0.067742,0.0589005009853611,0.141717402,0.2102343473234886,0.16002,0.0997163978491,0.4985579999999999,0.1868117595498807,118.75334,28.58495437314347,0.0317221942,0.0995623046131741,1.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,5.0,2.0,1.0,4.0,0.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0
INTJ,NT,INTJ 5Left,0NIrxu4sE7NCMz0wRcz61F,50,0.57674,0.1766141661177534,0.6733,0.1845211397656327,-6.467839999999999,2.8658919355276558,0.56,0.5014265364224069,0.062638,0.0581046483440324,0.15143775,0.2156417291505597,0.1893679999999999,0.166476714606345,0.481342,0.2488499097603917,127.91414,28.145120350629675,0.0260645253999999,0.0879419015048032,2.0,3.0,4.0,1.0,0.0,3.0,2.0,2.0,6.0,1.0,0.0,4.0,0.0,2.0,1.0,2.0,0.0,1.0,7.0,3.0,1.0,3.0,2.0,0.0
INTJ,NT,"INTJ - Power, Love & Logic",4miytTgj68QhbmDmCRQcPb,50,0.4652000000000001,0.1373039232758437,0.7415599999999999,0.2076024615480662,-7.5171,3.2469365797719583,0.56,0.5014265364224069,0.076168,0.0733273466820433,0.150524651,0.235125142054165,0.22052,0.1437547315991472,0.3741960000000001,0.2397659513197086,120.09606,26.64917292541312,0.2498866352,0.3598925923806046,2.0,4.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,0.0,3.0,2.0,3.0,0.0,1.0,4.0,3.0,1.0,0.0,1.0,3.0
INTJ,NT,INTJ Vibes,1JjV4mmseQvvl7hvmIRG8V,50,0.5636800000000001,0.1645847514448506,0.62998,0.1814619193199094,-7.0615,3.005042919656821,0.32,0.4712120714991611,0.100356,0.0808792805636264,0.1811619599999999,0.2222998605330619,0.177088,0.1530774162418,0.418192,0.2215860295824681,128.59360000000004,35.033788853456485,0.0492789784,0.1094650696846088,2.0,5.0,4.0,2.0,0.0,6.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,7.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,1.0,3.0
INTJ,NT,intj type,24OA721j0ksj11U574Oadi,14,0.5150714285714285,0.1421529318865989,0.5660714285714286,0.1790107277772499,-9.321785714285712,2.752416062538272,0.7142857142857143,0.4688072309384954,0.0515357142857142,0.0381585680900282,0.2957764285714286,0.2832515409858861,0.2146142857142857,0.1438885511944406,0.3140071428571428,0.1702606619920703,112.67442857142858,27.144693544933453,0.258259205,0.3431525377234679,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
INTJ,NT,intj slayers,4BnxcMT1tYiuBazKiB94td,50,0.62836,0.1172560011083371,0.6601,0.1392129846747092,-6.429480000000001,2.3527331413243013,0.38,0.4903143514780145,0.0908299999999999,0.1037344652741521,0.12842728,0.1577144703651921,0.1922659999999999,0.1367164660372491,0.372318,0.1895201315998716,124.65706,28.222297588247343,0.0740629107999999,0.1769987918928194,0.0,5.0,2.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,4.0,0.0,2.0,1.0,5.0,6.0,7.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0
INTJ,NT,INTJ🍷/ Mastermind♟,5O7YmKqr4nwRDYekUGtGYK,47,0.4827872340425532,0.1155897799322753,0.4729787234042553,0.1946734712461627,-9.298702127659576,3.4452864455589025,0.6170212765957447,0.491368607293056,0.0388148936170212,0.0136530451886463,0.4787829787234042,0.3327593890611137,0.1405617021276595,0.0976017252012338,0.2802276595744681,0.1906027084780956,118.96889361702128,29.79834366730009,0.1825758404255319,0.3047621897444876,2.0,3.0,1.0,1.0,1.0,5.0,1.0,0.0,5.0,1.0,2.0,2.0,0.0,4.0,1.0,1.0,2.0,5.0,1.0,2.0,4.0,3.0,0.0,0.0
INTJ,NT,INTJ's Playlist,3xV3LjVSlY5UIf1QPFvrvm,23,0.6060434782608697,0.1165209611501371,0.6303478260869566,0.1368528103460237,-6.69895652173913,2.663732727485673,0.4782608695652174,0.5107539184552492,0.1004782608695652,0.1104840340440922,0.2051532173913043,0.1798905682754118,0.2170608695652174,0.1912631355896193,0.4138260869565218,0.1790902901215202,141.5357391304348,33.20305051595738,0.0489741230434782,0.1912419219189411,2.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0
INTJ,NT,intj.,2Ivtoek9Qp3gJXwN4BLeae,50,0.5008539999999999,0.1521688256979257,0.666378,0.2214142698515105,-7.162560000000002,4.040843103378608,0.52,0.5046720495044485,0.047272,0.022036806317002,0.270481252,0.3202614559195437,0.1774499999999999,0.1277545242619131,0.385088,0.2125550431856969,122.6498,29.91833266662801,0.0815330904,0.2104346112023455,3.0,4.0,1.0,3.0,1.0,4.0,0.0,4.0,1.0,1.0,4.0,5.0,0.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
INTJ,NT,intj🙏,2tPncYkAldkBcDTfRAjKBi,50,0.5051599999999999,0.1530218551817527,0.58174,0.1815338063754045,-8.082220000000001,2.578222281783654,0.38,0.4903143514780145,0.061172,0.0624044642568436,0.2710935906,0.2654979282143955,0.167106,0.1074485836413426,0.3492899999999999,0.2190107193816814,111.94496000000002,28.091699733493076,0.1149510946,0.2653097483962178,2.0,4.0,1.0,2.0,0.0,2.0,0.0,4.0,4.0,1.0,3.0,0.0,5.0,0.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,0.0,0.0,1.0
INTJ,NT,its an intj thing [trafalgar law playlist],23ovkaw76DCD7dISlE5J5Y,50,0.57902,0.152013223109044,0.6589999999999999,0.1732153313665051,-7.022480000000001,2.871140605603086,0.46,0.5034574339058886,0.090296,0.1092257892848477,0.2151796399999999,0.2667647738944739,0.16993,0.114996735091187,0.396594,0.1841710301068337,118.39276,23.09969813970101,0.0392061978,0.1348581480109616,0.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,5.0,4.0,2.0,1.0,4.0,4.0,4.0,1.0,0.0,3.0
INTJ,NT,pov : intj,5Dy5CStbBtR3tsoYdsVcme,50,0.54094,0.1422519193945325,0.6236740000000001,0.1612540761199732,-7.200039999999999,3.314915334037467,0.48,0.5046720495044484,0.0620719999999999,0.0686347536171117,0.14133948,0.1971706314479964,0.163722,0.1157127447692811,0.380636,0.2183962862807527,120.49304,31.264638044269496,0.1365226094,0.2488985421191588,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,5.0,4.0,3.0,3.0,1.0,2.0,5.0,2.0,4.0,2.0,0.0,1.0
INTJ,NT,INTJ-T,02lSQg8IVMjop8rmjCLFio,26,0.5201153846153845,0.1501235030028481,0.5061153846153846,0.2004784929957479,-9.258538461538462,3.2448041818361766,0.6538461538461539,0.4851645240375839,0.0801115384615384,0.0813135183197631,0.3698263076923077,0.37846102233871,0.1708615384615385,0.1371383887229919,0.3553076923076924,0.2430756934340855,122.81996153846154,32.91657420386364,0.0621405576923076,0.1590283178769546,1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0
INTJ,NT,intj🙏,2tPncYkAldkBcDTfRAjKBi,50,0.5051599999999999,0.15302185518175274,0.58174,0.18153380637540453,-8.082220000000001,2.578222281783654,0.38,0.4903143514780145,0.061172,0.062404464256843636,0.2710935906,0.26549792821439555,0.167106,0.10744858364134267,0.34928999999999993,0.21901071938168146,111.94496000000002,28.091699733493073,0.11495109460000003,0.2653097483962178,2.0,4.0,1.0,2.0,0.0,2.0,0.0,4.0,4.0,1.0,3.0,0.0,5.0,0.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,0.0,0.0,1.0
INTJ,NT,Intj ,6xZyQTPii53OH4fsV248ZJ,14,0.49871428571428567,0.1331918388418222,0.4991428571428571,0.2428325973374875,-10.063571428571427,4.185571088950628,0.7142857142857143,0.46880723093849547,0.053714285714285714,0.03318588340157389,0.3977569642857143,0.3421522798747356,0.12255,0.04445377460827232,0.28495714285714285,0.19562568933979588,126.39792857142855,22.52418968222074,0.23209545714285715,0.3546369222537016,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
INTJ,NT,INTJ,66FtngEi7Zm1jE1yZGWz4D,12,0.581,0.12280065146407002,0.6995833333333333,0.09885844639808189,-6.058833333333333,1.5700536084265826,0.25,0.45226701686664544,0.06775,0.06461001188951784,0.18426,0.1753402446154852,0.16766666666666666,0.09002597941537192,0.331,0.14533659990768766,113.52924999999999,29.670033318377595,0.04918782833333332,0.0911897516062224,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
INTJ,NT,INTJ-T,02lSQg8IVMjop8rmjCLFio,26,0.5201153846153845,0.15012350300284816,0.5061153846153846,0.20047849299574794,-9.258538461538462,3.2448041818361766,0.6538461538461539,0.4851645240375839,0.08011153846153846,0.08131351831976316,0.36982630769230773,0.37846102233871,0.1708615384615385,0.13713838872299197,0.3553076923076924,0.24307569343408555,122.81996153846154,32.91657420386364,0.06214055769230769,0.15902831787695465,1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0
INTJ,NT,Mixweek#25 ENFJ i INTJ (uczucie i myślenie❤),0oyayVvdJK5nxFEXt1nDkM,37,0.6454864864864865,0.11995893316316898,0.5938108108108109,0.14983024428366293,-8.326405405405405,2.3245252497309288,0.5405405405405406,0.5052279240652237,0.19876486486486486,0.12471951468131338,0.30820675675675674,0.23896775356676211,0.18113513513513513,0.1385656407151022,0.3453243243243243,0.19273139830316152,126.1988918918919,31.891206805136555,0.020797326216216216,0.12173445619865576,1.0,0.0,4.0,5.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,4.0,0.0,4.0,1.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0
INTJ,NT,😍INTJ 🤙🏼si soy soy🤙🏼😍,4eiKBBD9chrntX0i9oqtNi,14,0.5444285714285713,0.17954374409584992,0.5640714285714286,0.201855037202335,-9.100785714285713,4.366298417839345,0.42857142857142855,0.5135525910130955,0.12487857142857142,0.13864562007879283,0.38586428571428566,0.3701348145393323,0.13040714285714286,0.0677259462186302,0.33063571428571426,0.21405127928801354,124.0262142857143,34.98004573198966,0.18139326285714283,0.33516810109180806,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0
INTJ,NT,INTJ,1uSM8vtWgH3mmXriLD3heT,16,0.495825,0.19829435191149544,0.49378124999999995,0.2978951408773452,-13.017125,9.471897774469486,0.5625,0.51234753829798,0.04743750000000001,0.023223174488715647,0.37963162500000003,0.37519762706017123,0.1093375,0.04181200585158924,0.3381625,0.3194353515710704,125.417125,27.729802391109818,0.41572425,0.39668237157831954,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
INTJ,NT,INTJ KPOP,64RWToMpEI2uv3k7FoBChc,26,0.6695769230769231,0.0874437753425242,0.8702692307692307,0.07543026325941475,-2.9861153846153843,1.2883150958340301,0.38461538461538464,0.4961389383568339,0.11743846153846153,0.07271271733017864,0.07065103846153845,0.07075642775634212,0.1825076923076923,0.1341171485622235,0.593576923076923,0.14267646563520503,132.45796153846155,24.286107603287558,3.9815384615384616e-05,0.00018539043921908746,0.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
INTJ,NT,intj women,6PyTTvxcd9IsvXq2DWEZbe,50,0.53926,0.12547360239492283,0.62104,0.1716918169278897,-6.813400000000001,2.971807784868342,0.64,0.4848732213850611,0.049328000000000004,0.05331885618137168,0.23590342,0.2636055996939437,0.15541399999999997,0.09631094627002983,0.41972000000000004,0.23515995771875303,117.26406000000001,28.38832150396802,0.07034300140000001,0.19797338518377228,2.0,10.0,1.0,6.0,0.0,2.0,1.0,2.0,4.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0
INTJ,NT,INTJ 5w6 ultimate playlist ,4SCk5Ip0XKRS0jkZMwD2Ap,50,0.5088,0.1438882786563724,0.6763800000000001,0.2032348485704885,-7.305920000000001,2.7656323396950917,0.58,0.49856938190328975,0.05552000000000001,0.03905327601299203,0.1603903,0.23088876442822825,0.188108,0.13084483697595906,0.46881800000000007,0.26112051458814084,124.3027,31.23829511878924,0.11823849280000001,0.25122910332148424,0.0,2.0,1.0,5.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,5.0,3.0,3.0,2.0,3.0,1.0,1.0,6.0,2.0,2.0,1.0,1.0,2.0
INTJ,NT,Intj,3FKqPFJuTLUcGn6yPDcVLI,36,0.5724722222222222,0.12434571303107457,0.658,0.15631927035946108,-6.370416666666666,2.4553689321275414,0.5277777777777778,0.5063093978480018,0.06635833333333334,0.057589623941420955,0.17570102777777774,0.230910975399053,0.1822111111111111,0.12972153423562505,0.4898888888888889,0.23976569250330063,127.28716666666666,32.1818133658482,0.0771898186111111,0.21706322276650034,2.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,2.0,4.0,0.0,2.0,0.0,1.0
INTJ,NT,INTJ,45WIdPDs3EyNqU9czJ53Z3,50,0.58102,0.1406360899482006,0.5794400000000001,0.20669272866173266,-7.91346,3.3472153837029905,0.6,0.4948716593053935,0.07090999999999999,0.06996295594156691,0.3209294,0.28723610702205193,0.157044,0.11724387484109822,0.368332,0.19994053650717136,119.11446,26.533214793422182,0.0408058648,0.14197796385325312,1.0,7.0,1.0,2.0,0.0,4.0,3.0,2.0,4.0,3.0,1.0,6.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0
INTJ,NT,pov: you’re intj,04hooKq15Z94TTphPIEoZ2,15,0.6592000000000001,0.2102641875627625,0.6264,0.1788833618390966,-6.8034,2.3725701494973155,0.6666666666666666,0.4879500364742666,0.18434666666666671,0.11745167314180555,0.11509866666666667,0.18801924524848387,0.15296666666666664,0.07502331701036748,0.29314666666666667,0.1526756874024464,121.8146,27.51990804023257,0.07827446133333334,0.22436602470843692,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
INTJ,NT,INTJ playlist,0m1LKRcK45hBIjszQ9yhnQ,50,0.6162399999999999,0.15657098018705348,0.7061799999999999,0.15691524945079138,-5.324540000000001,1.774500829034717,0.5,0.5050762722761054,0.07259,0.091183227176753,0.17431596600000002,0.22901407488586642,0.17720199999999997,0.1544991004398883,0.5412,0.20349005892581742,118.54127999999999,27.911616934158143,0.0264816758,0.09336457775475436,2.0,4.0,3.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,7.0,1.0,2.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0
INTJ,NT,The intj surfaces,4xb5SjmD57CH3QP2rtPgW0,21,0.3277190476190476,0.17704959084688002,0.19314761904761907,0.12924769483069176,-17.685285714285715,6.432805151276208,0.6190476190476191,0.4976133515281192,0.047971428571428575,0.028535787055154842,0.7773476190476191,0.3008966892789743,0.12992380952380955,0.057364360928732615,0.14145714285714286,0.13247841549259476,106.53285714285714,35.84301296945573,0.7497619047619049,0.30379827266821396,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0
INTJ,NT,Pov: INTJ FIL --- 32m,4boEliSsAMGy33NrOcUklJ,32,0.6090625000000001,0.1446019982684396,0.7129375,0.18569536925106755,-5.8101875000000005,1.8028882461832754,0.625,0.4918693768379647,0.076646875,0.05431979965979851,0.141168478125,0.21483683301279352,0.14918125,0.1165994478974922,0.5893468749999999,0.1928100151065894,129.82809375,29.987338271407662,0.008871729375,0.03431178412192579,1.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0
