mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,CMajor_count,DMajor_count,D#_Ebminor_count,D#_EbMajor_count,EMajor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/AbMajor_count,Aminor_count,AMajor_count,BMajor_count,Cminor_count,C#/Dbminor_count,C#/DbMajor_count,Eminor_count,Fminor_count,Gminor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,Dminor_count,G#/Abminor_count
ISFJ,SJ,isfj,0tIRacXkLiAvylB9RtGbkQ,50,0.50458,0.1546275432866252,0.4819,0.1800482078301729,-8.451580000000002,2.7112921167681248,0.8,0.4040610178208844,0.053522,0.0481112371361983,0.470295712,0.3520010419446549,0.16796,0.1277111424988726,0.344104,0.1848332563061493,125.34636,34.556243792568495,0.0173613619999999,0.0810015762036494,6.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,8.0,1.0,0.0,4.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0
ISFJ,SJ,Isfjell,7sewHpBwmWkibL5XsiWfBq,37,0.366108108108108,0.2000534350539297,0.3298054054054053,0.2161851392080741,-15.771999999999998,6.324887732863986,0.5405405405405406,0.5052279240652237,0.0438189189189189,0.0294508709344698,0.5460354594594595,0.3372818319423185,0.1583702702702702,0.1005155871407925,0.1802486486486486,0.2026348037200882,115.71251351351351,42.21639572858289,0.7064935162162163,0.3245491651400767,2.0,5.0,1.0,0.0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,3.0,0.0,1.0
ISFJ,SJ,isfj 9w1,6c6xZt2B9uZkgvDRQA61mC,50,0.5783400000000001,0.1540987769621306,0.617722,0.2342414847536444,-8.48246,4.229899420862421,0.74,0.443087497693452,0.0844019999999999,0.0765544983682093,0.310457036,0.3304229187482888,0.22643,0.1856313289995049,0.53476,0.2257848497294425,128.6433,35.27482834234113,0.0880817864,0.2410642418694784,4.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,5.0,1.0,2.0,1.0,6.0,0.0,2.0,0.0,3.0,4.0,2.0,0.0,0.0
ISFJ,SJ,isfj.,24k6Y6MAzsmwXaGIroKDDZ,50,0.55482,0.1598861444393274,0.61039,0.2226202332792464,-7.17568,3.840263471190911,0.72,0.4535573676110728,0.064048,0.0634035286470552,0.3169127,0.3130314098297648,0.187258,0.1324738805060323,0.4763799999999999,0.2567585930442072,127.83706,32.498772513968795,0.0816413418,0.2024487788890133,5.0,2.0,0.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,0.0,7.0,2.0,0.0,2.0,4.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0
ISFJ,SJ,isfj-t,4n75r36jwiOmf4umhyScVp,24,0.54625,0.1299994147144015,0.5504583333333333,0.201304437231958,-7.969958333333333,3.6402658942441417,0.625,0.4945353550468402,0.0423875,0.0296106812763937,0.247266875,0.2829913137249381,0.198325,0.1508392039052931,0.390675,0.2351886851204701,129.70266666666666,29.10504920286941,0.1363559641666666,0.2293769555081777,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ISFJ,SJ,isfj currently,6I78s5jQR1QT8iJdlsCXur,50,0.54838,0.1245301192974811,0.50146,0.1856802397364119,-7.995080000000001,2.6710879908183247,0.88,0.328260722659316,0.041222,0.0215311572055996,0.48855206,0.3242825506093891,0.153828,0.0956455724355843,0.3763,0.1919814244840859,117.08248000000002,31.86926696469404,0.0493795119999999,0.1682953121227479,2.0,5.0,0.0,2.0,7.0,8.0,1.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0
ISFJ,SJ,ISFJ,1oVFSmFjpMIP2ZlScdGTpp,39,0.5954358974358974,0.1652845703741843,0.4964274358974357,0.2989314207368952,-11.51974358974359,8.609730039529477,0.5641025641025641,0.5023561221029409,0.0910487179487179,0.0843673635820557,0.4812517948717949,0.3958248325955879,0.1995282051282051,0.1218703386665256,0.4259923076923077,0.270222598673775,116.51389743589746,40.49408247528915,0.4285421502564102,0.4143707151361754,5.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0
ISFJ,SJ,ISFJ songs,0lYllEZHsSAuVE0bBsYTvA,50,0.5016,0.1563644356453662,0.5294599999999999,0.2035004096671402,-8.17254,3.5377000381026984,0.72,0.4535573676110727,0.047108,0.0272544161559186,0.4299607119999999,0.3448617061947459,0.1658339999999999,0.1087747937675989,0.368426,0.2265712581606276,125.2794,31.866941507154525,0.0549951034,0.1744259403946796,4.0,2.0,0.0,1.0,2.0,3.0,3.0,0.0,6.0,2.0,1.0,6.0,2.0,0.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0
ISFJ,SJ,Isfj-a 💽💾🖲📠📟,2CSmXYCd1T0rti4q8PHBI9,50,0.61302,0.1339243603147474,0.3998239999999999,0.1967383744562139,-9.8752,4.270329743995068,0.74,0.4430874976934519,0.094884,0.0745132349838275,0.5957212000000001,0.2985349883821434,0.177592,0.1072924191171025,0.392136,0.1987047710159214,108.34244,32.313613193810184,0.0243490806,0.092467991321622,6.0,5.0,0.0,2.0,2.0,3.0,0.0,2.0,2.0,4.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0
ISFJ,SJ,Isfj moment,6URkI12PvLQY6Eeuj4Tvyo,50,0.58522,0.1260973530609568,0.6661999999999999,0.199003640618939,-6.4952000000000005,2.489026102469701,0.68,0.4712120714991613,0.0575859999999999,0.04553540900738,0.18930098,0.2633197796461898,0.172112,0.1103024184981028,0.467504,0.206261926764619,119.567,26.503008716377995,0.0535144789999999,0.1833081425266171,3.0,2.0,0.0,1.0,2.0,5.0,2.0,1.0,7.0,1.0,2.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0
ISFJ,SJ,my ISFJs < 3,4qmXX1MnRUIvKb1O8bW1Zt,40,0.637975,0.111663525596848,0.635425,0.1719804531975982,-5.545624999999999,2.246436308141956,0.725,0.4522025867763025,0.0543975,0.0285613104588743,0.38988825,0.2891074918087318,0.16233,0.1219993299687359,0.5300499999999999,0.1904040171414189,118.4178,33.07734164992165,0.0003840605,0.0022910470899792,4.0,4.0,0.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0
ISFJ,SJ,Isfj,3MWcHi4A2fySyLY9Hl3SWD,50,0.54912,0.1464899021385823,0.62802,0.1967322317781409,-7.483,3.616724219737061,0.64,0.4848732213850611,0.0471439999999999,0.0277139776124258,0.2880846,0.3197370467272079,0.2086299999999999,0.1600224426224557,0.4907399999999999,0.2141911991560772,120.00862,28.41194870795147,0.0594502247999999,0.1915138300324251,4.0,3.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,8.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0
ISFJ,SJ,Isfj 💕,6kso1xCHIj5gIasx0Rgw0c,50,0.52194,0.1389422740212786,0.51408,0.2201480800344557,-8.74346,3.631496802832076,0.66,0.4785181206984066,0.038526,0.0134178651849856,0.4668498,0.3675404871297189,0.17645,0.1245170150654774,0.382984,0.2208430556956219,117.99366000000002,32.565738696384955,0.1383820835999999,0.2690146256616607,2.0,3.0,0.0,0.0,5.0,3.0,2.0,3.0,3.0,0.0,4.0,6.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0
ISFJ,SJ,Isfjell øks,2PsxCVpwEMnFPOQ2LtbVPV,30,0.4294666666666666,0.1684603162792933,0.4467833333333333,0.2375378620757967,-13.593866666666669,6.012117136614008,0.6,0.4982728791224399,0.0493733333333333,0.0361153414085686,0.3420089600000001,0.3526327363399183,0.2279166666666666,0.1469903540896554,0.2182733333333333,0.2003811160717519,113.6104333333333,28.89839154417127,0.526669678,0.3777823313017388,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0
ISFJ,SJ,isfj,781i4H2lOpKg7ILh6lOQHS,28,0.5199285714285714,0.1586906911250167,0.5855357142857143,0.1897049330940332,-7.935357142857143,3.536439328899074,0.7857142857142857,0.4178554470186726,0.0437964285714285,0.0193303538344511,0.319455,0.3025341622766666,0.1704357142857142,0.1187589441911506,0.4765714285714285,0.2349016229973145,123.81946428571428,30.889487412844947,0.0892573821428571,0.2052002450926281,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0
ISFJ,SJ,dad’s girl,6bfuji5redBssdxqkx21jG,50,0.55962,0.13026125866966,0.376576,0.1799676190375391,-9.59992,3.023645035316123,0.88,0.3282607226593161,0.0628919999999999,0.081667953498122,0.5886085400000001,0.331754875231035,0.154876,0.09357754082545,0.3699699999999999,0.2005378199864005,108.55740000000002,29.58062345384842,0.0120863383999999,0.0650091361054391,4.0,4.0,1.0,2.0,7.0,3.0,1.0,3.0,7.0,4.0,1.0,2.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ISFJ,SJ,ISFJ-T,1PohrzmjOSZhzzLugNlkOn,50,0.5552999999999999,0.1379237070977714,0.465,0.1650752456750977,-7.911399999999999,2.7557143005258093,0.92,0.27404751561787,0.056254,0.0754678610065103,0.5970900000000001,0.3050298749169279,0.134922,0.0757525894755083,0.382728,0.2072316174757912,116.37978,24.537372836677577,0.0094391992,0.046497074435835,3.0,9.0,0.0,5.0,4.0,5.0,0.0,4.0,5.0,2.0,1.0,4.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ISFJ,SJ,Playlist do Phill-ISFJ,6tIr2fNzJf7m7vISeP9JvS,50,0.54332,0.1259526052748024,0.78096,0.1658847596055398,-5.814580000000001,2.62283292931556,0.76,0.4314191105869001,0.054958,0.0472981299626019,0.1030139499999999,0.202017150380878,0.170532,0.123415241409823,0.51404,0.2439640287971543,131.48672,27.81206912881748,0.1086296885999999,0.2334399065697454,4.0,6.0,0.0,2.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,8.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0
ISFJ,SJ,inner isfj,3eZUkzQpGMPiuwg6SYhVAQ,15,0.4863333333333333,0.1188790902355754,0.3070666666666666,0.079303635898152,-10.260333333333334,2.3004060407634457,0.9333333333333332,0.2581988897471611,0.0375466666666666,0.0105804311731386,0.7682666666666669,0.2055961598677877,0.1367466666666666,0.0702473270123565,0.29612,0.1184973188364554,117.3508,29.59944540793193,0.0071929933333333,0.0238419754345885,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ISFJ,SJ,ISFJ 9w1,0gzZ2OnodyGL4YsoRhQEAP,19,0.511,0.1992982131826017,0.5562631578947369,0.2207730967167832,-7.864999999999998,3.7218550034447433,0.7894736842105263,0.4188539082916955,0.052878947368421,0.032695728211417,0.3943655578947368,0.3608845996711449,0.1367210526315789,0.0900484288156309,0.3879473684210527,0.2405249983968427,128.62352631578946,36.69542515441343,0.0267760547368421,0.0708893624714897,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0
ISFJ,SJ,ISFJ - Taylor's Version,6XAXTlVTum0aMkKWlR1Ea4,40,0.56595,0.0989711043041325,0.5188,0.1454559938739073,-8.04615,2.4931592207478444,1.0,0.0,0.036805,0.015268082176008,0.438008,0.3407918562753366,0.1465375,0.0727398796820138,0.34641,0.1482818034378097,119.505825,28.77028606658622,0.00012679575,0.0004048088955638,7.0,5.0,0.0,1.0,4.0,4.0,0.0,0.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISFJ,SJ,ISFJ 9w1,0gzZ2OnodyGL4YsoRhQEAP,19,0.511,0.1992982131826017,0.5562631578947369,0.2207730967167832,-7.864999999999998,3.7218550034447433,0.7894736842105263,0.4188539082916955,0.052878947368421,0.032695728211417,0.3943655578947368,0.3608845996711449,0.1367210526315789,0.0900484288156309,0.3879473684210527,0.2405249983968427,128.62352631578946,36.69542515441343,0.0267760547368421,0.0708893624714897,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0
ISFJ,SJ,unsolved — ISFJ;,4jJZa5tX2Noyd8OWX50ptb,25,0.54796,0.16010946255609,0.6511599999999999,0.227336329403522,-7.546920000000001,3.986373235996181,0.68,0.4760952285695234,0.054336,0.030083562510669,0.3415568,0.3246272560917623,0.196296,0.1603915715782264,0.51312,0.2416742504557184,132.43804,30.43673510261353,0.0944445176,0.212512833739624,1.0,2.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0
ISFJ,SJ,normal day as isfj,0NtKFNzLRcyXM0jRRdvYlE,46,0.6028043478260869,0.1398757575001182,0.5835869565217392,0.2171078151095499,-7.390869565217391,3.977773311281329,0.5434782608695652,0.503610155185335,0.0556326086956521,0.0434523701148629,0.3102247826086956,0.3179782000475932,0.1725891304347826,0.1083082355097111,0.4654195652173912,0.2269278765692995,120.8645434782609,27.8865384328126,0.072521979347826,0.1902116169583244,3.0,6.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,6.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0
ISFJ,SJ,Isfj 😘,0dZkJnJuZHZbgSEPVgxiXV,50,0.60224,0.1437754144348691,0.5455,0.2157135525058494,-8.358920000000001,3.802850095732442,0.86,0.3505098327538653,0.0634319999999999,0.0616558567322501,0.3535385399999999,0.3164718337277884,0.1653319999999999,0.1346299091008004,0.466858,0.2226290683571015,122.69778,31.03974623705574,0.0382603027999999,0.1605865685924843,5.0,7.0,0.0,1.0,6.0,3.0,1.0,4.0,3.0,2.0,0.0,5.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0
ISFJ,SJ,ISFJ Playlist,115XxmA651ZUvK1PVuAWSU,50,0.54122,0.1440472272328398,0.5441600000000001,0.1880899003462038,-8.05138,3.058266301521241,0.82,0.3880879344916035,0.04701,0.0286067299774021,0.4419166,0.3474966599082468,0.1836439999999999,0.1436735374779523,0.3748559999999999,0.2161663571022492,123.5039,30.10928832975781,0.0448799158,0.1562225465917412,5.0,4.0,0.0,0.0,3.0,4.0,1.0,0.0,9.0,2.0,1.0,7.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0
ISFJ,SJ,ISFJ-T,3LeGso92G4sggAoydi5soT,37,0.5290810810810811,0.1186777565928422,0.5065135135135134,0.1798083272113239,-8.679000000000002,2.7807998649469345,0.8648648648648649,0.3465834966066907,0.0327027027027027,0.0078206452734088,0.3939253243243243,0.3220542488099769,0.1517405405405405,0.090604735157899,0.3666216216216216,0.2159558019790355,110.9069189189189,32.03220516950123,0.2279647108108108,0.304232707438834,2.0,5.0,0.0,1.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
ISFJ,SJ,ISFJ V29,5po9ertmGLcieu141LZPTf,18,0.5684999999999999,0.1286245105175617,0.4928222222222221,0.2406629655899219,-10.343222222222222,5.270538900402273,0.9444444444444444,0.2357022603955158,0.0393944444444444,0.0136376844775239,0.5720422222222222,0.2771508832547514,0.1234888888888888,0.0473404427138136,0.4562222222222222,0.2133625899056389,113.9961111111111,30.21811709961016,0.2037349372222222,0.3264673819911712,5.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISFJ,SJ,ISFJ vibes,6yPGIs28hTtmx8ZpTwgMGN,50,0.57686,0.1438896984016661,0.60118,0.2017145578711235,-7.354019999999999,2.9729888107726863,0.68,0.4712120714991613,0.060166,0.0540530525861172,0.36551012,0.3172160333848752,0.185908,0.1370450928917715,0.434918,0.2364185027549619,126.62992,28.2711594463766,0.0451684478,0.1314341454896627,6.0,7.0,0.0,1.0,3.0,0.0,4.0,0.0,2.0,3.0,0.0,7.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0
ISFJ,SJ,ISFJ Playlist,6l2W6dzas5ID1aKcckSg16,37,0.6365945945945944,0.1099147294394511,0.5108108108108108,0.1836917462970442,-7.172432432432433,2.1942951353774496,0.8108108108108109,0.3970612769556578,0.059327027027027,0.0601604227999726,0.4011591891891892,0.2686527949518401,0.1358756756756756,0.0933293761226734,0.5242162162162162,0.209295662100709,113.96102702702704,28.5774245811916,0.0009548048648648,0.0048884267573562,7.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,4.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
ISFJ,SJ,SiFi is(f) ISFJ SEI sp/sx 946 FxEV(⁴,0jELGEdJFEGV1aKtOp40zP,40,0.67675,0.1142645939733627,0.7532500000000001,0.2014747868682077,-7.225099999999999,3.219223602847153,0.625,0.4902903378454601,0.0484275,0.0188151737387809,0.311859075,0.2860156627042892,0.1860725,0.1680471499579042,0.765475,0.1842637445731051,126.560675,26.816940239608684,0.16016883075,0.275591682059109,5.0,2.0,0.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,3.0,1.0,2.0
ISFJ,SJ,isfj in denial,1RGjlBAM9WEVTdAxqSgNL4,50,0.52232,0.1577605315220586,0.566692,0.2158834160431249,-8.086559999999999,4.47499337206213,0.78,0.4184519575964803,0.058346,0.0604360117337809,0.33129048,0.3376850337741828,0.17231,0.1007067195739536,0.4104739999999999,0.1908905154847689,115.27628,30.11619712966186,0.0863275868,0.2227142865136628,9.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,5.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0
ISFJ,SJ,ISFJ💙,5y06FipKbrb9NQpQGteVsi,34,0.5478529411764707,0.1634488396193302,0.5509705882352941,0.1792282251334649,-7.202852941176471,2.680728995518818,0.6470588235294118,0.485071250072666,0.0584617647058823,0.057086786746443,0.3819361764705882,0.2998593521011365,0.1448911764705882,0.1123598989385584,0.4073264705882353,0.1957570375821093,112.3229705882353,29.34338229093293,0.0144396794117647,0.0643339348525093,4.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0
ISFJ,SJ,Isfjell,0LUKYID6fqldSB87maIwmg,10,0.3533,0.1090759674110968,0.37638,0.2170565200331215,-13.331,4.412625623015042,0.6,0.5163977794943223,0.03828,0.0125780938319144,0.6597199999999999,0.2991229877120409,0.21767,0.2205456569007374,0.14711,0.142603642231809,103.9462,15.871383961219149,0.62102,0.4102322209567541,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
ISFJ,SJ,my isfj playlist ,0VBePaaqea4iLFZyV80HuW,50,0.5566,0.1250683078667536,0.55532,0.1857935479207488,-7.159140000000001,2.563465161273159,0.9,0.3030457633656632,0.057544,0.0590639092122132,0.421303,0.3339580095885818,0.154948,0.0887626972578559,0.38222,0.1772216748617852,121.63239999999998,31.309671402730164,0.0001520924,0.0005259847953127,7.0,5.0,0.0,2.0,4.0,5.0,2.0,1.0,7.0,2.0,1.0,4.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
ISFJ,SJ,ISFJ ,2VUYrDTXEdmTH7HiFGNSss,50,0.55096,0.1556649935087578,0.52428,0.1852808172059099,-8.17168,3.124303967808719,0.62,0.4903143514780145,0.047692,0.0352007005959963,0.47022444,0.3040492389788851,0.148588,0.0839140975726282,0.381818,0.2157877544614388,120.95326,24.742441213767385,0.1093575602,0.2529791343118371,3.0,1.0,2.0,0.0,2.0,3.0,2.0,2.0,6.0,2.0,2.0,4.0,1.0,1.0,3.0,4.0,2.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0
ISFJ,SJ,isfj//the defender ,3KBBf9jRvNp07e6r44G0b5,27,0.5302592592592592,0.156750804829879,0.5530370370370371,0.2371099195734205,-8.447259259259258,4.115780621280381,0.7407407407407407,0.4465760847047225,0.0413703703703703,0.0152599731528853,0.3757398148148148,0.3462053218897307,0.1801703703703703,0.1378630279405413,0.4268481481481481,0.2499630116796827,130.80037037037036,29.8181039924356,0.0611220314814814,0.1520761737531745,4.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
ISFJ,SJ,Wynter Vamirel/White Wolf,0kADxzmxJ7luH8NSkUti2e,41,0.5194878048780488,0.1424347432951699,0.4604365853658537,0.2236902677320781,-10.473999999999998,4.91128059165835,0.6341463414634146,0.4876524151983465,0.0703512195121951,0.0720700739626067,0.4955524390243901,0.3616150302239972,0.1915024390243902,0.1397445052368873,0.3478292682926829,0.1815786196718964,119.9579512195122,26.88053609765923,0.0328840712195121,0.1376626820541377,4.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,5.0,0.0,4.0,4.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0
ISFJ,SJ,ISFJ,1TXCDXqkyuAfZLmrutciZI,26,0.6064230769230768,0.1069647317864811,0.4283499999999999,0.2078451216651476,-10.177384615384616,4.787336111675662,0.8076923076923077,0.4019184762342501,0.0852692307692307,0.0764823052436615,0.4982826923076923,0.3156991140127915,0.1850192307692307,0.1579957240414582,0.3768692307692307,0.1937246205710172,116.9655,38.471716572308026,0.0050603023076923,0.0165846516106584,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0
ISFJ,SJ,Isfj at sunset,5lLYM8AkniDChoBBe7hPx8,50,0.5973,0.1412651653408423,0.4908999999999999,0.2029753428274438,-8.417340000000001,3.7163840589849633,0.84,0.3703280399090203,0.06221,0.053544317902013,0.483034,0.315109823168277,0.170372,0.1088679935349528,0.470596,0.2330598740273251,120.4659,32.59175130540029,0.0303695545999999,0.1339107427568708,8.0,1.0,1.0,1.0,3.0,5.0,0.0,2.0,4.0,6.0,0.0,5.0,3.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0
ISFJ,SJ,ISFJ,1TXCDXqkyuAfZLmrutciZI,26,0.6064230769230768,0.1069647317864811,0.4283499999999999,0.2078451216651476,-10.177384615384616,4.787336111675662,0.8076923076923077,0.4019184762342501,0.0852692307692307,0.0764823052436615,0.4982826923076923,0.3156991140127915,0.1850192307692307,0.1579957240414582,0.3768692307692307,0.1937246205710172,116.9655,38.471716572308026,0.0050603023076923,0.0165846516106584,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0
ISFJ,SJ,being an isfj-t be like:,6rCpTslh4WURryrnN4WU6c,50,0.508,0.1203756026538838,0.4292079999999999,0.1920822738690217,-9.49168,3.4849267285946586,0.92,0.2740475156178697,0.0436919999999999,0.0227146526475303,0.5773212000000001,0.2878510276956977,0.1384139999999999,0.0919166237324203,0.3552720000000001,0.1934346275059544,125.5397,39.70109950579944,0.0144780851999999,0.0783210457456622,11.0,8.0,0.0,2.0,1.0,4.0,0.0,2.0,4.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
ISFJ,SJ,Wynter Vamirel/White Wolf,0kADxzmxJ7luH8NSkUti2e,41,0.5194878048780488,0.1424347432951699,0.4604365853658537,0.2236902677320781,-10.473999999999998,4.91128059165835,0.6341463414634146,0.4876524151983465,0.0703512195121951,0.0720700739626067,0.4955524390243901,0.3616150302239972,0.1915024390243902,0.1397445052368873,0.3478292682926829,0.1815786196718964,119.9579512195122,26.88053609765923,0.0328840712195121,0.1376626820541377,4.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,5.0,0.0,4.0,4.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0
ISFJ,SJ,ISFJ,4k0RuzVJ3RNCa1x46re2Dz,25,0.50652,0.1288115936811072,0.52104,0.1699162734996268,-8.18256,2.567054555322111,0.8,0.4082482904638631,0.059584,0.0691033204701482,0.4467688,0.3078222824038788,0.15438,0.168384255499141,0.34818,0.1626776516099655,123.34424,35.44201887858535,0.000208698,0.0005977468548362,5.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
ISFJ,SJ,gustos d una isfj,40vJKmV7Sc3VFD8lKH9e9O,41,0.5898536585365854,0.16253454417071,0.5253414634146341,0.1441777739036252,-7.250756097560974,2.2615338023174427,0.5853658536585366,0.4987789969564456,0.0872195121951219,0.0898019772040465,0.3899219512195122,0.2449271274401787,0.1867317073170731,0.1480250442307388,0.4156634146341463,0.22231880347386,118.6626097560976,28.28062838841992,0.0297482014634146,0.0934896636529696,7.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,4.0,0.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0
