mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,Dminor_count,DMajor_count,D#_Ebminor_count,D#_EbMajor_count,Eminor_count,EMajor_count,FMajor_count,F#/Gbminor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/BbMajor_count,BMajor_count,Fminor_count,F#/GbMajor_count,A#/Bbminor_count,Bminor_count
ENFJ,NF,ENFJ,6u44eR9qArkYeSGEKiZBdn,18,0.6357222222222222,0.1285936626174069,0.7076666666666667,0.1246028986538482,-6.203444444444445,2.212342469558992,0.6666666666666666,0.485071250072666,0.0665722222222222,0.0357136455311437,0.1133416666666666,0.1328230971786068,0.1729944444444444,0.0932612363343655,0.5112777777777778,0.1962839496466506,127.33177777777776,24.019010325293088,8.118055555555554e-05,0.0001882289822177,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
ENFJ,NF,ENFJ,2lRIzBfMBTw2mgqpMw4Dee,9,0.5526666666666666,0.1124177477091584,0.5495555555555556,0.1586624649303601,-6.380111111111111,1.4393767266115949,0.8888888888888888,0.3333333333333333,0.0726111111111111,0.1011282285571695,0.4554444444444445,0.3191532199082093,0.1200888888888888,0.0235100215038419,0.3645555555555556,0.2061104746920393,113.01211111111112,29.80743718203749,7.631111111111111e-06,2.115996718123899e-05,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ENFJ,NF,was ENFJ,75NtnnJruPHjCTHTTkVIzT,50,0.613,0.1419406314525296,0.409638,0.1773686497504159,-9.47904,3.095590596513772,0.72,0.4535573676110727,0.0818619999999999,0.0772030925942895,0.5168740000000001,0.2637579710063522,0.1332819999999999,0.070879287121536,0.30717,0.1255161429572194,115.0855,28.18609707961769,0.0139211297999999,0.0763266776145609,0.0,8.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,7.0,1.0,2.0,5.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0
ENFJ,NF,roxy’s idiot-enfjs vibing 🚨😮‍💨,3CnnYowEuwNOTje3bUCpiU,42,0.6633571428571429,0.1473742244115501,0.6605714285714287,0.1599050240759766,-6.636499999999999,2.445656500719632,0.6190476190476191,0.4915074349923197,0.0728333333333333,0.0585987291407464,0.158305238095238,0.1923973303303208,0.1796047619047618,0.1153676286176878,0.5681904761904762,0.232912444357001,121.85442857142858,30.119205965744992,0.0140119376190476,0.0554371547955624,1.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0,6.0,1.0,0.0,5.0,0.0,1.0,1.0,3.0,3.0,0.0,2.0,0.0,1.0,5.0
ENFJ,NF,enfj 2w3,4Nckgrc2CmtdpIWUlrGpia,35,0.6674571428571427,0.1349743642014906,0.6491428571428571,0.1641613522721835,-7.655028571428571,3.174696015885192,0.6857142857142857,0.4710082159536055,0.1002114285714285,0.0945785411908087,0.2258124857142857,0.2273414974135983,0.1896114285714285,0.1899997504200041,0.6355971428571429,0.2170197964482046,122.06802857142858,25.96815431218616,0.0070372982857142,0.0268131536288995,0.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0
ENFJ,NF,my enfj vibes,1eB5gC1cII264aGJjtEOpv,50,0.57084,0.1305175506221602,0.570824,0.256455333708923,-9.08498,5.28263109494749,0.66,0.4785181206984066,0.056242,0.0423468192189116,0.328633006,0.3463694371527547,0.1750119999999999,0.1149058632276074,0.435574,0.2634156619164037,120.514,27.894150659599013,0.0926940845999999,0.2190086808055852,0.0,4.0,4.0,0.0,0.0,5.0,1.0,2.0,0.0,2.0,5.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,0.0,0.0
ENFJ,NF,enfj ,5ypPLWLqCcHAitdJ6eRyUP,50,0.6754799999999999,0.1445291073007194,0.63274,0.1553819270871169,-6.6048,1.9491777649007984,0.76,0.4314191105869001,0.074114,0.0623247977312794,0.26802608,0.2525729322049488,0.19188,0.1438305238530289,0.6169260000000001,0.2303679406638742,126.99048,21.975491334610727,0.020434689,0.1285887579276895,0.0,6.0,1.0,2.0,0.0,5.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,6.0,2.0,2.0,3.0,3.0,0.0,1.0
ENFJ,NF,Enfj 🏙🍀,5tQZLc3I1SluRW9PFJrygk,32,0.4853125,0.1297328365178521,0.58075,0.1680881105349983,-6.66246875,2.243639051304893,0.8125,0.396557769456266,0.036459375,0.0119838563284111,0.2745239687499999,0.289985934574641,0.1517593749999999,0.1018574267942458,0.366565625,0.1777080037215362,120.4349375,28.490046727095702,0.0179064915625,0.0892451776065348,3.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,5.0,4.0,3.0,0.0,2.0,0.0,0.0
ENFJ,NF,enfj things,2SJPc1JhKdesZ82KoHx8zb,50,0.71332,0.110270805802102,0.57246,0.1205059419315758,-7.795800000000001,1.9948067064050008,0.82,0.3880879344916035,0.06116,0.0645243602155379,0.3632464,0.2604407359024078,0.1599459999999999,0.1061345722780897,0.5953,0.1983568470598133,109.93735999999996,19.485240731321515,0.0523203651999999,0.1571907447783067,1.0,9.0,0.0,2.0,1.0,4.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,5.0,0.0,9.0,1.0,2.0,1.0,3.0,1.0,2.0
ENFJ,NF,enfj ,5xO8zA7cvScSAnOoh6ufpb,8,0.558125,0.1630411319706954,0.66225,0.1517307295366179,-7.71775,2.442228709893602,0.625,0.5175491695067657,0.0686,0.0802304359775195,0.3111,0.234744894969594,0.1267875,0.0456578717200002,0.493375,0.3046224536794921,122.967625,40.2739905005611,0.0281654,0.0550395908119393,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
ENFJ,NF,ENFJ,1PDyFBzv5axLhjRjhWWIIZ,50,0.59228,0.1318126437836086,0.7153999999999998,0.1152305585886532,-5.400060000000001,1.7180106959587214,0.52,0.5046720495044485,0.090112,0.1109586660308555,0.1753887999999999,0.1760867410803145,0.157832,0.1282598390067632,0.4884,0.2018033999834937,130.65722000000002,32.06292913292959,0.0006906408,0.0028637622944956,2.0,7.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,4.0,3.0,4.0,0.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0
ENFJ,NF,ENFJ,1PDyFBzv5axLhjRjhWWIIZ,50,0.59228,0.1318126437836086,0.7153999999999998,0.1152305585886532,-5.400060000000001,1.7180106959587214,0.52,0.5046720495044485,0.090112,0.1109586660308555,0.1753887999999999,0.1760867410803145,0.157832,0.1282598390067632,0.4884,0.2018033999834937,130.65722000000002,32.06292913292959,0.0006906408,0.0028637622944956,2.0,7.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,4.0,3.0,4.0,0.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0
ENFJ,NF,ENFJ,0J41emq3zmUMAG6Z1PacKx,31,0.6210322580645161,0.1619095393259186,0.6821935483870968,0.1304631287260475,-6.341709677419355,1.869180893574302,0.6774193548387096,0.4751909633114914,0.1051193548387096,0.1174873934211804,0.1465937096774194,0.1992094719507071,0.1556677419354839,0.0904674246606544,0.5406129032258065,0.225528664463353,125.644,29.30910236996919,0.1031844012903225,0.2589873146476996,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0
ENFJ,NF,ENFJ-A/-T PROTAGONIST VIBES,2g0VDpK0OhJ8yLJ58xcCxc,50,0.57306,0.1183057971219207,0.67564,0.1887656748458257,-6.509319999999999,2.637750065058152,0.52,0.5046720495044485,0.071234,0.0757603003302022,0.195937556,0.2639243984034831,0.183564,0.1598619031079829,0.4857319999999999,0.2207293276797607,121.78235999999998,28.78905840962245,0.0679000182,0.2095083602920329,1.0,2.0,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,0.0,3.0,4.0,0.0,2.0,1.0,1.0,2.0,5.0
ENFJ,NF,enfj: the protagonist,271png7Dz1e53gVhj7SSiF,45,0.6891555555555556,0.1119293518161335,0.7206666666666667,0.1174319919241461,-4.956466666666668,1.279956739325769,0.4222222222222222,0.4994946941609587,0.112951111111111,0.088013200513596,0.1568369333333333,0.1425653843433697,0.1529955555555555,0.1108626216940989,0.5251333333333332,0.1931714499891459,117.9045111111111,23.991077124083805,5.243955555555555e-05,0.0001935613565977,1.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,0.0,1.0,2.0,3.0,0.0,4.0,4.0
ENFJ,NF,enfj type beat,6ylvYZLXRlFaAOKttkfDyu,50,0.61866,0.139927475384025,0.6704399999999999,0.1806863513135964,-7.49734,2.554081756078825,0.76,0.4314191105868999,0.059394,0.0504754311218713,0.226289932,0.2659525413679439,0.18658,0.1093619304727869,0.606304,0.2036713849437322,126.13486,27.13233839039717,0.1110830125999999,0.2604450785210376,0.0,4.0,2.0,4.0,1.0,1.0,0.0,2.0,0.0,6.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,9.0,1.0,2.0,1.0,2.0,1.0,0.0
ENFJ,NF,ENFJ,3oHlCqjopLIkoJQpjaBShV,34,0.5817058823529412,0.1196635509204654,0.6868823529411765,0.1387513067819177,-5.693205882352942,1.6518547661490093,0.7352941176470589,0.447811075519899,0.0652617647058823,0.0433140261046869,0.1138566176470588,0.177870430160768,0.1686176470588235,0.0925444380418278,0.4436558823529411,0.2209310645142047,127.07411764705884,27.5071414889812,0.0102267294117647,0.047783883966795,0.0,0.0,2.0,5.0,1.0,4.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
ENFJ,NF,enfj vibes🐙,3dly4KI1egWxlWmA5YeRNq,36,0.5691944444444446,0.122383663579381,0.6296944444444444,0.1711451880621403,-6.665416666666666,2.178880385820728,0.6944444444444444,0.4671765921511567,0.0586305555555555,0.0511380586225419,0.22032625,0.2558318515643066,0.1330249999999999,0.0639948362872237,0.4532166666666666,0.2331236931024263,120.41916666666668,33.08121800875623,0.0248373241666666,0.1283918099448426,1.0,5.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0
ENFJ,NF,💎ENFJ🍎,7F9q0PGHvrkfyQcBXDUwdi,50,0.6112999999999998,0.1490821236494729,0.6868,0.1707871332915895,-6.0762,2.5304629003002432,0.62,0.4903143514780145,0.076194,0.0775907405847488,0.1476236,0.1998437541901581,0.171614,0.1229079446627616,0.498604,0.2104434481793924,128.01316,27.89622735985376,0.0148268857999999,0.103208101664096,0.0,4.0,4.0,5.0,3.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,5.0,0.0,5.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0
ENFJ,NF,enfj,5gOSqXKfWqVFYqWHv2EsmS,50,0.57346,0.1232792102240657,0.535948,0.2309057827472548,-8.81416,4.499016447434451,0.58,0.4985693819032897,0.073734,0.0769921321450763,0.3609371799999999,0.3174577185166289,0.197544,0.1382547517875488,0.48198,0.1919658228509886,129.29952,28.666898126827004,0.0282801897999999,0.100531346617516,2.0,5.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,0.0,2.0,2.0,0.0,3.0,1.0
ENFJ,NF,Enfj🪄🙇‍♀️,3O6yZpanuA7Vs73PjiayD6,50,0.61558,0.145787389225347,0.66348,0.1492889596366314,-7.56466,2.572627558647034,0.56,0.5014265364224069,0.129662,0.124872301940169,0.1948062566,0.1884527886417384,0.249358,0.1698215535105444,0.57086,0.2434989846184252,124.05626,31.17142900864868,0.116193527,0.2463404778376575,2.0,5.0,2.0,6.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,5.0,2.0,3.0,2.0,2.0,0.0,0.0,4.0,3.0,2.0,2.0
ENFJ,NF,ENFJ - Taylor's Version,5732JHJA2gB4l230agR5Gs,45,0.5797333333333333,0.0858019389482121,0.6499333333333334,0.1391603718409414,-6.302733333333333,2.0400468065040256,0.9111111111111112,0.2877990320141517,0.0561155555555555,0.0754459136659427,0.1822549333333333,0.2524943111068769,0.13074,0.0709565596941985,0.4433777777777777,0.1688847494176386,118.49288888888888,29.78855048750215,0.004434852,0.0248958950752771,0.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,9.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,2.0
ENFJ,NF,Mixweek#25 ENFJ i INTJ (uczucie i myślenie❤),0oyayVvdJK5nxFEXt1nDkM,37,0.6454864864864865,0.1199589331631689,0.5938108108108109,0.1498302442836629,-8.326405405405405,2.3245252497309288,0.5405405405405406,0.5052279240652237,0.1987648648648648,0.1247195146813133,0.3082067567567567,0.2389677535667621,0.1811351351351351,0.1385656407151022,0.3453243243243243,0.1927313983031615,126.1988918918919,31.891206805136555,0.0207973262162162,0.1217344561986557,1.0,0.0,4.0,6.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,2.0
ENFJ,NF,enfj,18PIuzjQY5ed5oD1d1xuF9,35,0.580857142857143,0.1238360260366013,0.6242000000000001,0.177458992777619,-6.990142857142858,2.6268716144858693,0.5142857142857142,0.5070925528371099,0.0590257142857142,0.0376354678059777,0.302621,0.277839170789082,0.1786085714285714,0.151616886323679,0.4707142857142856,0.183482419646482,128.824,26.098209508114,0.039959454,0.1486658531757355,2.0,1.0,3.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0
ENFJ,NF,enfj,7yw2FtPtl86tj3cn6I6K8V,29,0.5792068965517242,0.1484347810873624,0.7006896551724137,0.1326469814013,-6.859482758620692,1.986074693256052,0.7931034482758621,0.4122508203948855,0.057503448275862,0.0553696569996253,0.1727964137931034,0.2243837594130258,0.1773241379310344,0.109989956214103,0.5336206896551723,0.2437037741945131,125.69310344827588,28.57751963687645,0.0898084,0.2205934367066271,1.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,6.0,3.0,1.0,1.0,1.0,0.0,0.0
ENFJ,NF,"enfj, 2",3bVdWhhQD3mXys9xbN5Nge,46,0.5838043478260869,0.1502730284907689,0.4975043478260869,0.2455484545588342,-8.72032608695652,4.26716487223776,0.6086956521739131,0.4934351637951691,0.0768108695652173,0.0787617454472265,0.4977795217391306,0.3507639794085501,0.1543108695652174,0.1130254862670085,0.4165847826086956,0.2125627279624548,124.12241304347825,29.43571582850865,0.0194010773913043,0.0767011277694805,3.0,7.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,4.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0
ENFJ,NF,☀️ENFJ🍀,6Vgzg7aeXucEgT7WABCrc6,6,0.601,0.1332096092629957,0.6195,0.1306701955305799,-7.024833333333333,2.091042554963114,0.5,0.5477225575051661,0.04125,0.0124044749989671,0.1921568333333333,0.3169995672870337,0.2794999999999999,0.2241041186591625,0.3436666666666667,0.1434484808796059,127.3765,17.97175346759464,0.0185643283333333,0.0285988212408486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENFJ,NF,enfj,5UBfQ8BAQACow5lzAR8o3K,50,0.6716599999999999,0.1328962477012094,0.5048999999999999,0.1426144009100721,-8.706979999999998,2.706901153853737,0.62,0.4903143514780145,0.073526,0.0722136987682802,0.319925,0.2359320541263643,0.170846,0.1277257173055782,0.5463720000000001,0.2369901677457596,116.96974,29.83382647525305,0.0848173344,0.1948973570644488,3.0,3.0,0.0,4.0,2.0,3.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,4.0,0.0,5.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0
ENFJ,NF,chapter: ENFJ,0ZQgNx8l4yc4lPevDbd9XU,8,0.619,0.1679106905470881,0.279675,0.1240612262439109,-11.714625,3.568702122520976,0.875,0.3535533905932738,0.0756125,0.02844751746638,0.7621249999999999,0.1960965050318701,0.144775,0.0921801768277757,0.4515,0.101047372200228,107.22525,44.587161847810606,0.00293264625,0.0064008141107182,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
ENFJ,NF,ENFJ THING,1vZLJkJtHdvsAdQUI7nXrU,26,0.606,0.1175309320987458,0.6491923076923076,0.1370629108784047,-6.370269230769231,1.928029326700034,0.5769230769230769,0.5038314736557788,0.0607153846153846,0.0332555762819734,0.2281034615384615,0.2321632601242894,0.1765961538461538,0.1067229103080279,0.4488076923076922,0.2108796849828393,136.11996153846152,30.932890406789685,0.0369919807692307,0.1596788201948837,1.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
ENFJ,NF,ENFJ idek,1z6MwntR63d51XwSAED1hI,50,0.71356,0.1280228232203388,0.6409600000000001,0.1380870710228639,-6.52336,1.945984360949805,0.56,0.5014265364224069,0.1176419999999999,0.0891073351615445,0.14819856,0.1898689860049217,0.195336,0.2018242645956918,0.54242,0.2151453319910776,120.87272000000002,25.046651062986854,0.0122539464,0.0397262046060361,1.0,3.0,2.0,11.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,5.0,3.0,3.0,0.0,1.0,0.0,2.0,6.0,0.0,2.0,2.0
ENFJ,NF,Main Character Feelings - ENFJ,7IALvSMN1FIItJiF8GXaUD,50,0.5898,0.1336596347413222,0.62074,0.1762660107071475,-6.70876,2.409065586996124,0.7,0.4629100498862756,0.056758,0.0355931149613666,0.23566182,0.2663421172444813,0.166198,0.1136250627893228,0.452008,0.2220340549720851,125.44688,27.549738282130328,0.0320830468,0.144334531468649,3.0,3.0,2.0,6.0,1.0,5.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0
ENFJ,NF,Envy (ENFJ),4qVCMmm1Q2a0oJt8DdaZUI,39,0.5684615384615385,0.1496938711528589,0.6755128205128207,0.1788424581337134,-7.10248717948718,2.266357602569825,0.4871794871794871,0.5063696835418334,0.0606589743589743,0.0378245375520394,0.2419343076923077,0.2653737988830843,0.2372692307692308,0.1751871572946249,0.5343692307692308,0.186719268807827,114.17669230769232,26.53315326565283,0.0526919456410256,0.1710963823252697,3.0,2.0,0.0,4.0,2.0,4.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0
ENFJ,NF,Enfj,3kUk08nhJEYfUOtksYWTsO,42,0.5251666666666667,0.1332675498289001,0.4371738095238094,0.1776820276670245,-11.106857142857145,3.594996038339881,0.9523809523809524,0.2155402687045211,0.0361809523809523,0.0111772687028725,0.5119119047619047,0.3046462892636919,0.1608904761904762,0.1493250976397925,0.5086428571428572,0.1856211485833274,114.2985476190476,27.84692193017896,0.0175455507142857,0.0544349163658831,0.0,7.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,11.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
ENFJ,NF,Re enfj ,1HhRcqqa61D2cf2yLSz6QB,13,0.4723846153846154,0.1526895207392758,0.7373846153846155,0.1754810238846062,-7.104384615384616,2.281945315531668,0.8461538461538461,0.3755338080994053,0.0746384615384615,0.0818477401282562,0.2177462615384615,0.2899550622081909,0.1962461538461538,0.1253711397902551,0.527076923076923,0.2523814776413084,139.18623076923075,39.56526866489903,0.1425123076923077,0.2951733015765101,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
ENFJ,NF,𝐞𝐧𝐟𝐣+𝐢𝐧𝐭𝐩,1dZNTyleFgEDrsZp2P5xQe,50,0.62078,0.1476249094074269,0.4567599999999999,0.1467407209457329,-8.4756,2.248736661200811,0.82,0.3880879344916035,0.088932,0.0894159836873447,0.439838,0.3021306858271224,0.1544819999999999,0.1212540841979926,0.404462,0.2081835325389791,115.9803,32.07879625092193,0.000803479,0.0034554345253192,0.0,4.0,1.0,4.0,0.0,6.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,5.0,1.0,3.0,4.0,2.0,2.0,1.0,0.0,1.0
ENFJ,NF,ENFJ problems,7nBKYNhz0xmElvxSJaxvnB,50,0.6284400000000001,0.1328700700316067,0.505386,0.2112693995536388,-8.9509,3.782932353859576,0.76,0.4314191105869001,0.069074,0.0588813050612355,0.38373742,0.3440755398417496,0.1626299999999999,0.0990215689759003,0.45431,0.2269383484111749,121.94064,26.3023284479934,0.0175406108,0.1074147919320712,1.0,9.0,1.0,2.0,1.0,3.0,0.0,3.0,4.0,4.0,4.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0,1.0
ENFJ,NF,enfj heartbreak,1i9BKhtbkyjf2YZsHJtWBU,50,0.4628,0.1310296741589632,0.322068,0.1696968093935986,-10.89026,3.903598454017021,0.84,0.3703280399090204,0.0559519999999999,0.060049932420224,0.71458,0.2600051239683479,0.170774,0.1301777870797456,0.2463199999999999,0.1360738484974168,119.17738,34.88490785770271,0.0435459966,0.1427764269667142,0.0,10.0,2.0,6.0,1.0,2.0,0.0,4.0,1.0,4.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0
ENFJ,NF,enfj-t,5WeyHyQYlNbQueZgYXbKaE,50,0.66534,0.116189431884456,0.67384,0.1463980260823769,-5.863479999999999,2.3094562770293368,0.72,0.4535573676110727,0.096788,0.0993656895574347,0.1727438,0.2096871345589686,0.1638319999999999,0.0966076822060465,0.5845800000000001,0.226714068772963,127.73476,29.313813859026133,0.0132386732,0.0763503820555715,1.0,5.0,2.0,4.0,0.0,4.0,0.0,0.0,1.0,4.0,3.0,3.0,2.0,5.0,1.0,4.0,0.0,4.0,2.0,0.0,2.0,1.0,2.0,0.0
ENFJ,NF,"enfj, the baddas protagonist",33jVZaR8nrDgKkOsaOPqaY,50,0.56188,0.1327113854826883,0.60996,0.1970329880181157,-7.01476,2.668976877733779,0.74,0.4430874976934518,0.0627239999999999,0.0473735117584344,0.32256,0.3012452344343189,0.177342,0.1339841021486184,0.4616200000000001,0.2059182411560868,126.7755,30.47493305696553,0.0342457512,0.1275485380612513,1.0,3.0,4.0,5.0,1.0,5.0,0.0,2.0,1.0,2.0,6.0,0.0,0.0,4.0,0.0,4.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0
ENFJ,NF,enfj,0wuh5baG4PN0Vd0wVMgJj2,37,0.3469459459459459,0.1271197916983875,0.4619459459459459,0.1969720716167573,-12.770189189189187,3.86258594178274,0.4864864864864865,0.5067117097095316,0.0437459459459459,0.0139986823704271,0.4339093945945945,0.3470679031649842,0.1275054054054054,0.0842585008765879,0.1430837837837837,0.1161882847257308,122.6587837837838,28.59229122327199,0.8357410810810809,0.2152740047240026,2.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0
ENFJ,NF,enfj ,0zRkroCJcwcn0f7ShUYMNS,50,0.5282000000000001,0.1658842724212717,0.53376,0.2153283738187528,-9.5283,3.9111252269412606,0.62,0.4903143514780145,0.045458,0.0262317231999885,0.4087132560000001,0.3438177538157431,0.150572,0.1082569581870762,0.381954,0.2129944515996717,125.39542,35.056847167858834,0.3360635858,0.38237595621442,2.0,4.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,4.0,3.0,6.0,4.0,0.0,2.0,1.0,1.0,2.0
ENFJ,NF,⋆ ˚｡⋆୨୧˚ enfj ˚୨୧⋆｡˚ ⋆,7ALD3kzOx5xt72viaRWvTG,45,0.6274222222222222,0.1419366838496032,0.6405111111111111,0.1426648364368583,-6.988888888888889,2.3642094125657835,0.6888888888888889,0.468179366473918,0.0439733333333333,0.0323300127941936,0.1997848666666666,0.2077258131962112,0.1944511111111111,0.1382936691218796,0.5923555555555556,0.1948041155477559,119.08935555555556,27.13303910377661,0.1324780022222222,0.2677572015566721,2.0,4.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,6.0,1.0,1.0,3.0,0.0,4.0,2.0,3.0,0.0,4.0,1.0,0.0,1.0,2.0
ENFJ,NF,ENFJ - Olivia,2lBKC2dKSWai1pYKNXVxqS,10,0.6041,0.156038777231815,0.6045,0.1466191210813469,-6.5265,1.3084164517121872,0.8,0.4216370213557839,0.07309,0.0408754599022717,0.27187,0.2111122610787393,0.1869299999999999,0.1133902313056797,0.4479,0.2210502456707775,131.85819999999998,30.89851515598192,1.0074e-05,1.8796349645609385e-05,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENFJ,NF,how does it feel to be like enfj,3UhVovvMWgRTVsSOF9iJBy,50,0.5992399999999999,0.1528126183485205,0.55834,0.2116473395215035,-8.24824,3.4982794695888635,0.48,0.5046720495044485,0.068212,0.0678527265931329,0.34926676,0.3581219515808318,0.166546,0.1411067915315436,0.397748,0.2132716560671686,118.23236,26.773031172309743,0.0944342158,0.2628152993174851,1.0,4.0,0.0,6.0,0.0,3.0,1.0,0.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,6.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0
