mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,BMajor_count,Dminor_count,D#_Ebminor_count,D#_EbMajor_count,Gminor_count,G#/Abminor_count
INTP,NT,zoloft,6ydrcr3aYnjAtLpB8qhPvM,50,0.55134,0.1481217935156259,0.59776,0.2278709409167516,-8.041000000000002,3.192299849094789,0.72,0.4535573676110727,0.053454,0.0329360060401614,0.3163468399999999,0.3171850922224718,0.185534,0.1371854868417209,0.415364,0.247964893631073,124.57814000000002,25.53594612003452,0.0543508592,0.1184043489587659,2.0,1.0,0.0,4.0,1.0,5.0,0.0,0.0,11.0,0.0,3.0,5.0,2.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,4.0,1.0,1.0
INTP,NT,Study- INTP,6wCtv7CJ6MAvi3R208vdD5,14,0.5892857142857144,0.1334249593600079,0.7002857142857142,0.1644952319025731,-6.062785714285714,2.568337180672813,0.6428571428571429,0.4972451580988469,0.0525142857142857,0.0270018762066882,0.2050971428571428,0.249144834072583,0.19405,0.1347364307425084,0.4937857142857143,0.2516930910611415,128.68349999999998,35.30395831533299,0.1262932671428571,0.3191009931964576,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
INTP,NT,bir intpnin dinledigi sarkilar,2wQ38Pe421Xuc7z4ukXKJH,50,0.52256,0.1197669778344257,0.550058,0.2484032781751546,-10.11016,4.988221344122491,0.68,0.4712120714991611,0.0565199999999999,0.0646764506239026,0.3825879786,0.3848853472478434,0.13666,0.0798706505315095,0.33712,0.1862144484628583,122.2477,29.525172869078663,0.3771350642,0.3739578751714406,1.0,4.0,0.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,5.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0
INTP,NT,INTPlaylist 👽,3tLZK0EeUdVQYJAcj1GsO0,26,0.5470384615384616,0.165299602121537,0.5861153846153846,0.2462410732470238,-8.484961538461539,3.735863996247928,0.9230769230769232,0.271746488194703,0.0514692307692307,0.0494704014071506,0.2532907257692308,0.3084351232928465,0.1620615384615384,0.1226719432532902,0.4838461538461538,0.2481089586947947,121.45626923076922,30.567811901485776,0.0053403969230769,0.0136754455242144,0.0,4.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0
INTP,NT,intp 👩🏻‍🦲,0QP3al5k9P31QbiYlx5R6W,50,0.5308999999999999,0.1417208019815218,0.6508800000000001,0.1661432428444116,-8.04594,2.3670468849412774,0.56,0.5014265364224069,0.053882,0.0476878014179898,0.157114488,0.2273208473429648,0.157666,0.1104151158130081,0.3906759999999999,0.2502183206395436,122.08123999999998,32.46039601375491,0.2767035088,0.3563414001582236,4.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,4.0,3.0,2.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0
INTP,NT,♡~intp~♡,0kBB16KXlS62Y9NCWayPLx,50,0.54218,0.1295579123522034,0.6313200000000001,0.145072316941783,-7.26454,2.8138881822931388,0.58,0.4985693819032897,0.079378,0.1021415710008937,0.1798360259999999,0.2449833592413006,0.1894679999999999,0.1384285484888673,0.403046,0.2239687142966032,115.5697,33.41554341812462,0.0684019812,0.1853475185474932,1.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,1.0
INTP,NT,INTP'S VIBES,0khfpbahQLcZOP268bucok,26,0.7208076923076923,0.1265091361857377,0.6848461538461539,0.1644981926484768,-4.889230769230768,2.137208334396856,0.3461538461538461,0.4851645240375839,0.1127230769230769,0.1088095227733025,0.2101542307692307,0.1863742212254275,0.2011538461538461,0.1626144820875908,0.6219615384615385,0.1732726131318462,116.40265384615384,21.57992562905129,2.984038461538462e-05,9.416294678824656e-05,0.0,0.0,5.0,0.0,1.0,3.0,0.0,3.0,2.0,1.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
INTP,NT,INTP👽💀,3SfCcHZAd9cSSs4BQxQeyF,50,0.5633600000000001,0.1915840264314159,0.5937578000000001,0.2430394061043414,-9.85638,6.243157828293274,0.62,0.4903143514780145,0.077926,0.076476753330669,0.2672137799999999,0.3486818477056119,0.182246,0.1696989978804608,0.5135540000000001,0.2609645806055148,128.33314,34.06898734291698,0.207847164,0.3353498585499711,1.0,4.0,1.0,1.0,5.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,3.0,0.0,3.0,2.0,0.0
INTP,NT,INTP,3BYDoO3Sp0mSS0NoBS4l0E,27,0.5717407407407408,0.1197987391074626,0.763148148148148,0.1408014706281654,-6.899740740740741,2.0945297910471563,0.5555555555555556,0.5063696835418333,0.0656703703703703,0.0556288028246492,0.0655822222222222,0.0854006046102419,0.1675259259259259,0.1179002661724424,0.3672666666666667,0.2403492778949323,135.00666666666666,27.17238844715489,0.4528945296296297,0.3767468526422216,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,2.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
INTP,NT,INTP,78efdtgMF1voGe3lH7ASDl,50,0.59892,0.1413524816960517,0.7237600000000001,0.2050176259222009,-7.489199999999999,3.675017928597112,0.62,0.4903143514780145,0.1148339999999999,0.1037704326769392,0.165495768,0.2299176339141364,0.199568,0.1750717339159195,0.4928600000000001,0.2305817850391412,123.6587,26.87920181808885,0.1456813556,0.2690116591902261,0.0,6.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0
INTP,NT,Intp// the rationalist,2JVtayh4spaHi3762hoJWQ,44,0.5774772727272727,0.1487245758825984,0.5744213636363636,0.2652588791981262,-9.233818181818185,6.334925881149813,0.4772727272727273,0.5052577681363806,0.0955818181818182,0.0980727429898214,0.3291785659090909,0.3098266010022424,0.2106681818181818,0.171076684522804,0.4544818181818181,0.2034119502934838,123.32688636363638,34.41140202615103,0.0963773672727272,0.2262750112164681,1.0,1.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0
INTP,NT,Intp// the rationalist,2JVtayh4spaHi3762hoJWQ,44,0.5774772727272727,0.1487245758825984,0.5744213636363636,0.2652588791981262,-9.233818181818185,6.334925881149813,0.4772727272727273,0.5052577681363806,0.0955818181818182,0.0980727429898214,0.3291785659090909,0.3098266010022424,0.2106681818181818,0.171076684522804,0.4544818181818181,0.2034119502934838,123.32688636363638,34.41140202615103,0.0963773672727272,0.2262750112164681,1.0,1.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0
INTP,NT,INTP self,3qGyPLdZkY93iOAiamUap7,39,0.615153846153846,0.154226343995396,0.5407179487179489,0.1736625506880253,-7.180615384615384,2.548848642193121,0.7692307692307693,0.4268327949183539,0.0773538461538461,0.0852217011099929,0.3288915384615384,0.310314212995545,0.214251282051282,0.1590920072619265,0.4517948717948718,0.1891873451157788,126.33594871794874,27.82336088986784,0.0142896425641025,0.0809025566269643,1.0,3.0,0.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
INTP,NT,Intp vibes ,4VXdRmQJZfrNaYlDYwbvkm,13,0.5421538461538462,0.1531294910382746,0.7773076923076924,0.1558660667664093,-7.563076923076924,2.8864329330374328,0.6923076923076923,0.4803844614152613,0.0853538461538461,0.0879052957769953,0.0790082153846153,0.1254904667600016,0.1808538461538461,0.1833854802294182,0.4904615384615385,0.2423962373830004,134.33453846153844,32.91046644208947,0.1904055384615385,0.3068196101532667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
INTP,NT,INTP,7s7AfsQkjiuxof2yEWfCOR,9,0.6853333333333333,0.1122675376054894,0.8545555555555555,0.1033200260248601,-3.4877777777777776,2.1449142044483844,0.6666666666666666,0.5,0.1379777777777777,0.0811661071164833,0.0538579999999999,0.0686458140093043,0.3206444444444444,0.2020264531633859,0.6795555555555555,0.0572562466267024,131.8158888888889,34.36085643739269,9.955555555555556e-06,2.2408159290262505e-05,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
INTP,NT,intp,6lEmaHdvwVxB2Nbk6yQFhf,46,0.5402608695652173,0.1332788946837268,0.6894782608695652,0.197808744793824,-8.639195652173912,3.2515357644559644,0.717391304347826,0.4552432062223379,0.0615934782608695,0.0508195911574525,0.2554022695652173,0.2948648902462737,0.1516978260869565,0.0979635975228223,0.4777565217391304,0.2417352782162743,121.54452173913045,34.27829505013283,0.3086944878260869,0.3668264942589643,3.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,5.0,5.0,4.0,3.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
INTP,NT,Intp,2SjIV5W0huyVZl1ObulSbn,50,0.5661400000000001,0.1354662409937604,0.6891799999999999,0.1762958656489084,-7.62962,3.268122901855536,0.58,0.4985693819032897,0.0879079999999999,0.0888763021145176,0.1894277,0.270001718410877,0.219038,0.1588832736601924,0.43561,0.2664822713021775,125.46492,33.06468612530441,0.3382472817999999,0.3727750258646136,0.0,4.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,5.0,6.0,6.0,2.0,1.0,1.0,3.0,5.0,0.0,1.0,1.0,1.0,2.0
INTP,NT,INTP Playlist,4zjlm52j1SeZOhftrZrhqD,15,0.5218666666666666,0.1689657051706337,0.5988,0.1518642250733952,-6.9256666666666655,2.4777244360405333,0.5333333333333333,0.5163977794943222,0.0625666666666666,0.0334122446902044,0.1847286,0.1987308464753989,0.1896666666666666,0.1533314182075018,0.3067666666666666,0.1770578342425622,120.95733333333334,33.44904590496388,0.0087989619999999,0.0335307177668654,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
INTP,NT,intp,7tplF9Te1GbG9SypsQZ1AF,50,0.5154,0.1226263613167899,0.6840599999999999,0.1684815026484921,-7.084800000000001,2.610073233783735,0.68,0.4712120714991611,0.0616679999999999,0.0703524608739481,0.1598386786,0.2382567744920129,0.18026,0.1296102398952887,0.36429,0.2089088750178519,123.34618,31.162304723187862,0.1999993675999999,0.3232404677062387,1.0,3.0,2.0,3.0,2.0,1.0,4.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,3.0,1.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,2.0
INTP,NT,INTP studying,4vMJtEofKDnOqW3gkJ0hhP,28,0.3612142857142857,0.1339854489454005,0.1135060714285714,0.0933674179564079,-22.72567857142857,4.705808271216512,0.4642857142857143,0.5078745001833699,0.0406,0.0092060768979979,0.9658928571428572,0.0369467477501358,0.1105178571428571,0.0407081487299026,0.1984678571428571,0.1883943658306149,108.14078571428573,31.73768373349252,0.8296357142857144,0.2062421737492219,0.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0
INTP,NT,intp,4bk9AajuTvAIUF4OozSIHc,33,0.573,0.1483555694943738,0.5986454545454546,0.2518279386442619,-8.806636363636363,4.633156731768996,0.6060606060606061,0.4961976634488731,0.0764181818181818,0.0849236217673911,0.3151386060606061,0.3370482219714579,0.1787030303030303,0.1346707663267359,0.4420939393939394,0.2343445859458272,115.9060606060606,33.52473530650484,0.2508053487878788,0.3619780888035125,1.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0
INTP,NT,intp song😮‍💨💊,4FDLbtghi0hQGHOR1uGjLB,50,0.5325599999999999,0.1316637895147627,0.6471600000000001,0.1882168050793704,-8.006,2.60252944463729,0.54,0.5034574339058886,0.052028,0.0433456776556621,0.160320806,0.2257024859258487,0.162244,0.1091844295545058,0.37892,0.2207328350966297,127.59344000000002,34.86827422449075,0.2798824108,0.3446945508446624,3.0,5.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0
INTP,NT,Intp,0WWnsxgz2ivEFI6o3pzqod,23,0.5366086956521741,0.1442805786497062,0.5873043478260869,0.1589392207396527,-6.778826086956522,2.0222347371202507,0.2608695652173913,0.4489777585448795,0.0604,0.0233981156972483,0.2016564782608695,0.2413760255828444,0.1794478260869565,0.0875484170957326,0.3379826086956521,0.2181306086065575,128.26169565217393,36.57518046489348,0.0070565408695652,0.0337765042955684,0.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
INTP,NT,INTP,1noOKvYt6Ci1qjwzwLJkGI,36,0.5342777777777777,0.1395526753822699,0.6552222222222224,0.1901937525053425,-7.372666666666665,2.860068161025937,0.5277777777777778,0.5063093978480018,0.0594,0.0872219041951537,0.1853545638888889,0.2420149720370517,0.1686388888888889,0.1367172332700449,0.4323527777777778,0.2459253086216116,121.73283333333332,29.203900399481864,0.1451468525,0.3002441107320768,0.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0
INTP,NT,intp like me,1iiyR3YixZ1i7l7YfZZjwk,50,0.5546000000000001,0.1693189238070679,0.61542,0.1342895273014882,-7.1862200000000005,1.941273170380927,0.4,0.4948716593053935,0.056968,0.0381879959769388,0.17109646,0.1824596110370853,0.1797619999999999,0.1319635492188997,0.356108,0.2108282111781329,124.39394,27.09383883529724,0.0118134511999999,0.0560112837483084,4.0,3.0,4.0,4.0,4.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0,4.0,4.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,3.0,2.0
INTP,NT,"Intp, L'amour de ma vie.",17lEXb25XMsyNXH7K3Ng5R,50,0.52286,0.1465101528835431,0.5347000000000001,0.2183680893559761,-8.962420000000002,3.867533781971901,0.7,0.4629100498862757,0.0533599999999999,0.045627717140227,0.397668406,0.3423813761631738,0.164216,0.1194290829790821,0.345272,0.17348826701491,123.99566000000004,27.81042239191514,0.11492258,0.2445890720812893,1.0,6.0,1.0,3.0,3.0,2.0,3.0,0.0,4.0,2.0,4.0,1.0,5.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0
INTP,NT,intp,62SZx89d77JVd0bwcSDosP,10,0.5401,0.1608674057173242,0.7617,0.1717731385028262,-5.8353,3.2968515300375767,0.6,0.5163977794943223,0.07087,0.0818345084776451,0.2727684,0.34331071230178,0.16825,0.121627009518628,0.5123,0.2195728428866678,124.4384,35.63415848187117,0.25628429,0.403973189225139,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
INTP,NT,Intp,0Tbr2aP9JmTNpSCQ8B9cTm,50,0.58552,0.165767508694483,0.6300800000000001,0.1795163388618633,-7.4234,3.1351225019193136,0.68,0.4712120714991612,0.0643359999999999,0.0553969746466357,0.2446347679999999,0.3041637111334735,0.157472,0.1094475124226686,0.426054,0.2438456899226999,119.69966,31.528382193496444,0.1251408148,0.2718695475278431,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,7.0,2.0,3.0,4.0,5.0,0.0,4.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0
INTP,NT,📚🌙 INTP🔬🪴,6mOsR1W3VBXQsGBrxWxY70,50,0.5455399999999999,0.1442220807346384,0.6688599999999998,0.1881473597465344,-7.68222,2.6447030410051795,0.6,0.4948716593053936,0.046056,0.0314862144113766,0.1520936719999999,0.2163795261303988,0.173714,0.1258964265106967,0.45504,0.2500281584142074,124.69164,33.788321729501845,0.3347582164,0.3680811710305534,3.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,6.0,4.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0
INTP,NT,Por que soy INTP,7DhU6SLlpgrQiiAxEaB93a,50,0.6009800000000001,0.13673712154409,0.68774,0.1681630416334949,-7.629319999999999,3.6666876752397526,0.76,0.4314191105869,0.061744,0.044151433101293,0.2248369399999999,0.2471188017300717,0.178,0.139898323136221,0.543716,0.2542007718159736,130.30695999999998,28.26103481861157,0.1471610578,0.2975325041060796,1.0,4.0,1.0,2.0,7.0,2.0,2.0,0.0,1.0,3.0,2.0,5.0,4.0,1.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
INTP,NT,INTP Aesthetic,4CCBf5HknJuRKPCJHjpPsJ,43,0.4965581395348837,0.1267119534943764,0.7441162790697674,0.1498653696301999,-6.950372093023256,2.386432494064408,0.7209302325581395,0.4538502687508104,0.057753488372093,0.0354755606609422,0.1899249674418605,0.2627196636594076,0.1931,0.1580110996703953,0.4684418604651163,0.232350677325458,121.86893023255811,35.34050095273488,0.3630726802325581,0.3825714133830693,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,2.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,3.0
INTP,NT,Intp,0Tbr2aP9JmTNpSCQ8B9cTm,50,0.58552,0.165767508694483,0.6300800000000001,0.1795163388618633,-7.4234,3.1351225019193136,0.68,0.4712120714991612,0.0643359999999999,0.0553969746466357,0.2446347679999999,0.3041637111334735,0.157472,0.1094475124226686,0.426054,0.2438456899226999,119.69966,31.528382193496444,0.1251408148,0.2718695475278431,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,7.0,2.0,3.0,4.0,5.0,0.0,4.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0
INTP,NT,Canciones para INTP's a las 3 AM,5mdNAn2hMObt9DpFOYuoqb,50,0.57516,0.1356446979488422,0.58762,0.2027907225265917,-7.482679999999999,3.7961356421863472,0.6,0.4948716593053935,0.093944,0.1345082975363321,0.3840066099999999,0.2977104279154577,0.178084,0.1473809174921106,0.52986,0.2118227031057351,123.41428,30.89785434267604,0.0105839281999999,0.0491226658839382,1.0,5.0,3.0,5.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0
INTP,NT,I'm fuking other intp,34apmJSSYnFbaqjXdSYfgd,45,0.7190888888888889,0.1708720709960076,0.6108222222222222,0.1717038000438399,-7.24411111111111,3.452313270720361,0.5333333333333333,0.5045249791095131,0.2027533333333333,0.130407843810381,0.1542348666666666,0.2014881034597328,0.2161577777777778,0.1636479501425501,0.42892,0.2147063963564281,127.99764444444445,28.46753187177819,0.0829797533333333,0.2282344693651819,3.0,1.0,3.0,5.0,2.0,3.0,3.0,0.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0
INTP,NT,INTP,1jN3jrWWVPnHVZYm0hXWRM,21,0.584095238095238,0.1487087437785367,0.5876142857142858,0.2481707563064477,-9.32138095238095,4.344303022076043,0.5238095238095238,0.5117663157191589,0.0819761904761904,0.0834278784625493,0.3249922095238095,0.3473263255818682,0.1822904761904762,0.137045251303217,0.4896761904761903,0.2093547752136595,118.7087619047619,34.68695435593151,0.2038232957142857,0.321212014718071,0.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
INTP,NT,INTP,1bgK4AyPmD9kDb7Cy02dMG,39,0.3011282051282051,0.1316872649973532,0.0712902564102564,0.0704526125729456,-27.22407692307692,7.053840004544801,0.4102564102564102,0.4983102351129801,0.0446846153846153,0.0126693068489317,0.9657948717948716,0.0693728217248086,0.1038538461538461,0.0346494007402713,0.1658153846153846,0.184208598202749,99.07723076923077,33.679585445990355,0.8656502256410255,0.2091176627061182,5.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,9.0,1.0
INTP,NT,my INTP live,5whxRaZeUouCpfwmA6ixNl,24,0.6329583333333333,0.1352651114009774,0.6595416666666667,0.1443787227388791,-7.279333333333334,2.7428039234183035,0.5416666666666666,0.5089773777040516,0.0835083333333333,0.1032356313474671,0.1681208083333333,0.2069268333707938,0.1668416666666666,0.1491643299144959,0.476875,0.1946033451832772,123.62245833333331,33.3882136831953,0.1574410045833333,0.2926600041268779,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
INTP,NT,INTP 6w5 Gemini ,6JeXQnl6MobDB9E97JNu04,21,0.6017619047619047,0.1479164983231771,0.7157619047619046,0.1160921637156896,-5.973333333333334,1.433229511743787,0.238095238095238,0.4364357804719847,0.0962,0.1060752563041918,0.1191210666666666,0.1663825074420185,0.249847619047619,0.2040669513151201,0.5075238095238095,0.1881285781181634,125.89033333333334,27.91123149976248,0.0465662342857142,0.1796986074400619,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,1.0
INTP,NT,INTP,0EXoN6qYmBujkkiDzt75iW,16,0.5198750000000001,0.1262631511302221,0.7576875,0.169435422801727,-7.65475,3.200590122670089,0.6875,0.478713553878169,0.05075625,0.0239325153643879,0.14424865,0.1890133862711669,0.20803125,0.1807971412707254,0.3771875,0.1610541187510169,130.417,30.215079065482083,0.265857473125,0.3508447123350784,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
INTP,NT,Intp ,1nOplRREJzmEenDNzApezr,50,0.5659,0.1405952723680454,0.6487400000000001,0.1894364154807731,-8.087380000000001,3.016780483446902,0.7,0.4629100498862757,0.03578,0.0106184091202448,0.2657932306,0.2713670769291865,0.16932,0.1394401810154901,0.5015,0.2069099429457074,122.8554,30.82108456023876,0.1809978262,0.3157862029457403,1.0,9.0,1.0,0.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,5.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0
INTP,NT,INTP,4UenSdpayAbVyFnhMKBjJm,50,0.529,0.1512218265209309,0.6866,0.1849989520102693,-7.595079999999999,3.867133114347324,0.64,0.4848732213850611,0.06149,0.0546807254404499,0.154626488,0.2259508562054966,0.15636,0.1267167482447142,0.4849779999999999,0.2207338459108893,125.20678,31.78404499198699,0.1842251569999999,0.3425720173157486,1.0,3.0,1.0,1.0,4.0,1.0,5.0,0.0,2.0,5.0,1.0,2.0,2.0,4.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0
INTP,NT,INTP Songs,1u65GzF7PyS7ZEG5EoJYKQ,16,0.5759375,0.169164798840263,0.7148749999999999,0.1378931349511884,-6.24775,2.623160701647283,0.6875,0.478713553878169,0.0730687499999999,0.0756878653308001,0.200051775,0.2658212400196982,0.16735625,0.1513489961149395,0.4864999999999999,0.2226518957176576,124.4324375,35.309631998400945,0.2129878475,0.365121469100369,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
INTP,NT,intp - logician,2qFvNUGGLi6RYKTVICgAHC,50,0.51182,0.1425763941305337,0.52191,0.219125015338137,-8.48324,3.798150885010511,0.72,0.4535573676110727,0.050796,0.0542007378517439,0.292791728,0.2861918603085178,0.17823,0.143361611077067,0.372896,0.2067813001848147,112.58834,27.55260367755928,0.0472916134,0.1332080024180996,1.0,4.0,0.0,4.0,5.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,0.0
INTP,NT,INTP Playlist,0nntzUvijAPYYaLTuBMdfu,50,0.5999599999999999,0.1469936774983529,0.6644599999999999,0.1712699516159522,-7.366920000000001,3.121253462495934,0.6,0.4948716593053936,0.084976,0.0895380743549004,0.2142142799999999,0.2459413112902859,0.227686,0.2077526354949607,0.49068,0.2369640298200792,127.4416,28.41291208631192,0.02767157,0.1352532474770273,1.0,3.0,4.0,3.0,5.0,1.0,3.0,3.0,2.0,4.0,5.0,0.0,4.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0
INTP,NT,It’s INTP season !,7Cg9iJgVLfxXMohnc0y3My,50,0.5497799999999999,0.131907712017895,0.73966,0.1679522053005143,-6.71954,2.420755744786815,0.68,0.4712120714991611,0.071264,0.0747319584670877,0.1409583846,0.2275312090841056,0.191284,0.139490382025253,0.4890879999999999,0.1946544490807717,122.91972,31.0047752754182,0.2698490876,0.3351028652746632,1.0,5.0,1.0,3.0,2.0,3.0,0.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0
INTP,NT,intp,5nQ7a8p7O4je8UG73gksT0,50,0.5432000000000001,0.1481174382380551,0.62666,0.2190821866099476,-8.515339999999998,3.675962040453783,0.64,0.4848732213850611,0.061432,0.0529527607728755,0.2411378179999999,0.2888313773185484,0.176448,0.1481339951061958,0.421912,0.2451468178501218,126.80861999999998,28.959954801020377,0.1480762062,0.302040550021198,2.0,3.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0
