mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,Dminor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,Bminor_count,BMajor_count,D#_Ebminor_count,Gminor_count,G#/Abminor_count,A#/BbMajor_count
ENFP,NF,Enfp,5PaGpwWK9bKm1FQKRVQoVN,25,0.65488,0.1050846166984809,0.7477199999999999,0.1557081993131168,-5.332960000000001,2.5295690423469366,0.64,0.4898979485566356,0.0542719999999999,0.0204076889104735,0.152717368,0.1859572993302107,0.1634959999999999,0.1294245934898001,0.61772,0.1892268303738487,114.05656,19.618118239440467,0.0018854847999999,0.0067389639101139,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
ENFP,NF,The UnOfficial ENFP 5w4 Anti-Hero/Villain Playlist,4DWJm4y6DocprzOnk6lT9m,50,0.6064600000000001,0.1305428555795266,0.7316400000000001,0.1700985020750131,-5.542680000000002,2.384109763601072,0.4,0.4948716593053935,0.096246,0.0797460797066001,0.11314226,0.1951102974525769,0.218142,0.1350470622276787,0.55164,0.1944509549412165,118.9368,33.9323826701496,0.0120557598,0.0541447334249701,2.0,1.0,3.0,6.0,1.0,2.0,0.0,3.0,3.0,4.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,6.0,0.0,1.0,2.0,1.0,0.0
ENFP,NF,ENFP❤,1iQxvTN406vnNAD2bZXWPO,13,0.5862307692307692,0.1553845519167171,0.6202307692307693,0.1879446522455276,-7.811384615384616,1.7361594367291242,0.7692307692307693,0.4385290096535146,0.0604692307692307,0.071706884660347,0.2188757692307692,0.2784453293856664,0.1296615384615384,0.0753498566517276,0.398023076923077,0.2146637454013685,131.1482307692308,30.3794766773937,0.4094566230769231,0.4021456589365146,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0
ENFP,NF,enfp playlist ,4G9RsyVX6igs9m7vKuS8Yg,37,0.6124594594594596,0.1549734017670621,0.6838378378378377,0.2092971722367655,-6.3389729729729725,2.556297990437718,0.6486486486486487,0.4839775141824611,0.0686918918918919,0.0638415763971792,0.208028254054054,0.276249382516493,0.1889459459459459,0.1222751237410369,0.5218648648648649,0.2278803489848422,119.94662162162165,28.11050974611073,0.0430436935135135,0.1398275919682263,1.0,2.0,3.0,4.0,0.0,3.0,1.0,3.0,3.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
ENFP,NF,Just ENFP type,2V5RU3y7tiyJVqKZm4GQ8U,26,0.6801153846153846,0.1161166058488024,0.7317307692307693,0.1617517994193097,-6.045192307692308,1.604465967709649,0.6153846153846154,0.4961389383568339,0.0716076923076922,0.0463963526417922,0.1407313576923077,0.1932377277840084,0.2493192307692308,0.1742025051926194,0.6272692307692307,0.1759930811577108,120.6161923076923,24.453972447877227,0.0366390626923077,0.159615250978462,1.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
ENFP,NF,ENFP,0kZZgglmZFhyTWPRvzZMlA,20,0.6982000000000002,0.1292999776122421,0.44465,0.1204414140174646,-8.0897,2.691863434011544,0.7,0.4701623459816272,0.09475,0.056430800660259,0.41292,0.2555182321232057,0.20117,0.1433498925155178,0.4317,0.1938580869985486,115.54755000000004,28.98286705420254,0.0003332655,0.0012395089207868,0.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ENFP,NF,ENFP,1k9SWJbTYSM7Jvv70bQBAb,13,0.5935384615384615,0.1856612575743861,0.6172307692307692,0.2566859799593509,-9.296153846153846,5.035687438111998,0.6923076923076923,0.4803844614152613,0.0541461538461538,0.0232687421012473,0.3042236561538461,0.3118835147841958,0.1686461538461538,0.1088122512663028,0.5784153846153847,0.3121853238226557,118.16692307692308,25.78378969579381,0.0749708853846154,0.208488880204212,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
ENFP,NF,INTJ X ENFP SHİP PLAYLİST,1RP5QMJbiWDxqxm6tOAZ0I,50,0.5537799999999999,0.1503783378342636,0.5931400000000001,0.2094254540793132,-7.67394,3.802460118858606,0.62,0.4903143514780145,0.045092,0.0364416662178706,0.23693744,0.2846530564459242,0.177486,0.1217641078613287,0.4691999999999999,0.2208693398960626,124.55408,29.47026222111409,0.0286836782,0.101405913042148,2.0,6.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,6.0,0.0,2.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0
ENFP,NF,enfp puppy energy 🐶,4b9W5lUm47sK7fCvfDOGEE,43,0.6688604651162791,0.1095131175868353,0.8164883720930232,0.100402137164937,-4.624837209302325,1.284614893751886,0.6046511627906976,0.4947117912155151,0.0631279069767441,0.0470202455158636,0.1077270209302325,0.1505618067131672,0.2209720930232558,0.1833159169115819,0.7102790697674419,0.1994720801063928,119.06490697674418,22.96561687642965,0.0109959886046511,0.0651200292445903,1.0,3.0,4.0,2.0,1.0,4.0,1.0,0.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0
ENFP,NF,INTJ X ENFP SHİP PLAYLİST,1RP5QMJbiWDxqxm6tOAZ0I,50,0.5537799999999999,0.1503783378342636,0.5931400000000001,0.2094254540793132,-7.67394,3.802460118858606,0.62,0.4903143514780145,0.045092,0.0364416662178706,0.23693744,0.2846530564459242,0.177486,0.1217641078613287,0.4691999999999999,0.2208693398960626,124.55408,29.47026222111409,0.0286836782,0.101405913042148,2.0,6.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,6.0,0.0,2.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0
ENFP,NF,enfp,7Dj4Bwu6DnvZtrI1owEHv8,50,0.63866,0.1222425841830705,0.7949799999999999,0.1296567666682196,-6.49904,2.805512299683156,0.5,0.5050762722761054,0.088422,0.0711199024642934,0.10298776,0.1423581679624133,0.1658639999999999,0.1049371235647367,0.601006,0.2321639325905692,134.01632,27.990578876734475,0.1181751408,0.2595986245103109,3.0,2.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,6.0,3.0,1.0,2.0,4.0,7.0,1.0,1.0,1.0,2.0,1.0
ENFP,NF,ENFP and/or 9w1,5hHl5Lxr4PQXLlMz3bnMdC,50,0.5843200000000001,0.1468769358535038,0.73092,0.1899219861320077,-5.689839999999999,2.569783428975433,0.68,0.4712120714991611,0.067938,0.0540750419249368,0.1432772779999999,0.1918661532762764,0.1775079999999999,0.1251612508334911,0.56408,0.2122299330674066,124.93084,27.69808173668792,0.0142702985999999,0.0574204193084691,2.0,8.0,2.0,5.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0
ENFP,NF,Ⓜ️ - El conejo malo 😈 —ENFP,7sQuoAiezFpfB5VnshbBfH,31,0.7611612903225806,0.1145810038863899,0.6582258064516131,0.1067460255864105,-5.767935483870967,1.6088780963865033,0.6129032258064516,0.4951376478541909,0.1235129032258064,0.1064371919394578,0.2379838709677419,0.1858351062936785,0.1641225806451612,0.142980475845894,0.4668967741935483,0.2255658890935875,114.78629032258064,25.644613819401464,0.0002032612903225,0.0004105989381926,0.0,2.0,3.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0
ENFP,NF,ENFP,4ILFu7WfqR3Nqm1Smeiw2J,50,0.6711199999999999,0.1367837023350728,0.67042,0.1560368990897698,-5.782700000000001,2.046940726238719,0.66,0.4785181206984066,0.068634,0.0518005145747036,0.1840278,0.2076121665194454,0.157616,0.0978157751143673,0.556568,0.2377141839285496,120.6766,27.27467016953904,0.0007750025999999,0.0028097411417524,1.0,5.0,2.0,7.0,2.0,2.0,0.0,4.0,0.0,2.0,9.0,2.0,0.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
ENFP,NF,Enfp vibes,3UuWWGJRJDZgCpkpBTk05A,50,0.6285400000000001,0.1697044501719482,0.57634,0.1547021641472307,-7.08952,2.584018601373624,0.68,0.471212071499161,0.0573539999999999,0.0386433361998296,0.3377726,0.296547046739361,0.1581459999999999,0.0977078678134624,0.50892,0.2127376308785935,117.26250000000002,30.050532873980853,0.064336807,0.170838745115456,3.0,5.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,5.0,0.0,3.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0
ENFP,NF,Enfp,1d2CAs6Xq8P4Ufruraeu3o,50,0.69112,0.1157114003167592,0.5805400000000001,0.1345747967428052,-6.202819999999999,1.9087473688152607,0.6,0.4948716593053935,0.085034,0.0851041609333131,0.287859,0.2546845352648276,0.163902,0.1170206810432956,0.53582,0.1944201940044672,119.08236,23.391019276776515,0.0126445056,0.0697728650132396,2.0,3.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,0.0,3.0,2.0
ENFP,NF,ENFP songs,3vVPsJpAg3gSIh4urwJM9S,49,0.6371836734693879,0.1294637454832735,0.6806122448979592,0.1589099347018265,-5.844612244897959,2.183235660820946,0.5918367346938775,0.4965869908241478,0.0812795918367347,0.0778566684673184,0.2049814693877551,0.2503624544545452,0.1952061224489795,0.1358396165338669,0.5440489795918367,0.1978924888275291,122.97638775510204,28.717170883909866,0.003053505510204,0.0188656390337896,1.0,2.0,2.0,4.0,0.0,3.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,0.0,5.0,0.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0
ENFP,NF,ENFP-T,4ehzHzHc9fTWFcgPvYruHS,14,0.5170714285714285,0.1390602881352679,0.6244285714285714,0.1462093937241612,-7.521285714285715,3.1927526688416696,0.7142857142857143,0.4688072309384954,0.0355357142857142,0.0080331627206663,0.1347371428571428,0.2107881092628172,0.1546,0.1040086239027988,0.4320714285714285,0.2528713459101635,116.28692857142856,23.76554528809848,0.0651649285714285,0.1468575792979842,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0
ENFP,NF,enfp :),0AAFtjdOlyaihxKCFUTwhE,9,0.4688888888888888,0.1759633800286613,0.6453333333333334,0.1744842399759932,-7.492,1.865721710223687,0.7777777777777778,0.4409585518440984,0.0615555555555555,0.0404792573768069,0.2672077777777777,0.3360208641504935,0.1902777777777778,0.276849687455927,0.4029222222222222,0.2714028913708261,123.97411111111111,36.05543024789902,0.0309556555555555,0.0465399735261826,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENFP,NF,ENFP's are gonna change the world,4bWFWirrfOMoyvVpoVbs0k,50,0.5749,0.1362751193845204,0.8403400000000001,0.1332673559551074,-5.04412,1.7789203288305326,0.6,0.4948716593053935,0.071692,0.0423119457248234,0.056791628,0.1055677323954684,0.238248,0.1731318716929911,0.5858180000000001,0.228673150302758,126.962,25.778049033221727,0.0227023056,0.1367475494059828,1.0,2.0,1.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,6.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0
ENFP,NF,ENFP 7w?,2EXXvUiDdUQg3GFYRX3Hvv,50,0.60352,0.1321171774275721,0.7698799999999999,0.1681382618621972,-5.633640000000001,2.3315106056996173,0.66,0.4785181206984065,0.06534,0.0381663758418055,0.06925173,0.1294465225236862,0.2369679999999999,0.1640546156445643,0.6303799999999999,0.1908610874271588,133.64268,26.393823082606247,0.0059735545999999,0.0255757616809247,2.0,2.0,4.0,4.0,0.0,6.0,0.0,0.0,1.0,1.0,6.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0
ENFP,NF,BRAIN CAVES OF THE ENFP,5fvCIChgHqRvq9AVK6qQkH,50,0.58884,0.1424875733930105,0.6006,0.1893656435016012,-7.45064,2.280296416106056,0.62,0.4903143514780145,0.1005419999999999,0.1173287220433536,0.24534034,0.280129555758498,0.176744,0.1300196204346066,0.438964,0.2096861929023405,123.97444000000002,32.55888576489418,0.0236489066,0.1085843466298803,4.0,5.0,1.0,5.0,1.0,0.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,5.0,0.0,2.0
ENFP,NF,ENFP VIBES🌻🌱🍃,0JFpIn3BsdIQ4fhKCD3vok,50,0.5777800000000001,0.1891037173573469,0.490464,0.2207150094856371,-10.778379999999997,4.90459804211251,0.66,0.4785181206984066,0.09272,0.0937051541718349,0.3240507999999999,0.2649618539340394,0.207632,0.1908754412100803,0.4577039999999999,0.2431754132644304,117.95604,24.76445866432664,0.0465170227999999,0.1183651509329489,1.0,4.0,1.0,2.0,1.0,8.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,9.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,1.0,1.0,3.0
ENFP,NF,enfp ,4WbcLhmQeNLsZLhDLa5nXz,16,0.6198125000000001,0.1314063513178364,0.742875,0.1847228103582951,-5.510562500000001,2.1142674686913825,0.625,0.5,0.0946625,0.1183570016236189,0.15398699375,0.1921408764493055,0.229775,0.1703339876047447,0.57475,0.1819833325701376,128.26049999999998,28.472060063624948,0.0084258225,0.0300980763255123,1.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ENFP,NF,enfp's vibes,33Uyqj1AldhADnBQvcr5ah,17,0.6305882352941177,0.1156654976773159,0.713764705882353,0.1239377512159656,-5.257235294117647,1.5132098552998097,0.5882352941176471,0.5072996561958923,0.0705647058823529,0.0286711950652669,0.2371176470588235,0.2032924839833427,0.1891058823529411,0.116437925901466,0.5996470588235294,0.1436227441844042,127.34135294117648,28.28054320098267,1.3941176470588237e-07,3.973422735538483e-07,1.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ENFP,NF,enfp things,2zOHMj7GD0W3Cs34PuOS4B,50,0.6226,0.1125072333275527,0.7358,0.1466374120483749,-5.34158,2.0104129141313543,0.72,0.4535573676110727,0.06558,0.0459517093461901,0.12823952,0.1935893125662864,0.164878,0.1047273199644618,0.5704020000000001,0.2019023066348916,123.20982000000002,29.544826581004543,0.0026235507999999,0.014479140192582,0.0,4.0,3.0,4.0,1.0,1.0,2.0,0.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,0.0,7.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0
ENFP,NF,Enfp songs,7dXZZBTnM0rn3i8Q5otoXM,11,0.6856363636363635,0.0599954543732651,0.731,0.1364983516383989,-4.59,1.2116397154269911,0.8181818181818182,0.4045199174779452,0.0594363636363636,0.0383183056182622,0.1996236363636363,0.2277591905619936,0.1966636363636363,0.1148913249355866,0.5910000000000001,0.1977169694285242,120.91700000000002,23.54658819022408,0.0449397927272727,0.1489364364176969,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENFP,NF,✨Random songs whit a good vibe✨,3LcQc0WPbYRbsUILSSoAms,50,0.6043,0.1346844005633245,0.71506,0.1741368696966702,-5.731200000000001,2.9332348305971987,0.62,0.4903143514780145,0.074344,0.0614273892245045,0.1209116999999999,0.1740891859256488,0.194006,0.1433630006775294,0.538464,0.2364768071295874,136.19976000000003,31.55936591960217,0.0056715903999999,0.0266463399477766,0.0,2.0,1.0,6.0,0.0,2.0,2.0,4.0,1.0,4.0,4.0,0.0,1.0,6.0,4.0,4.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0
ENFP,NF,enfp,4Ig7NH8vIBBu8NZoE4PRUt,24,0.6042083333333333,0.1546021483529977,0.7188333333333333,0.1918130128121082,-6.202833333333333,2.768011162748707,0.75,0.4423258684646914,0.0476458333333333,0.0192532996419172,0.1617721833333333,0.2133457501422936,0.1894958333333333,0.1336865460342951,0.5372083333333334,0.218868826939327,127.46399999999998,28.863156001169138,0.0238525104166666,0.1152658719737053,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0
ENFP,NF,ENFP,1dxnpXAT9vqMsfo6pwVWrd,9,0.5353333333333333,0.1294990347454373,0.6937777777777777,0.22727504140236,-5.476777777777778,2.9924341587484338,0.5555555555555556,0.5270462766947299,0.0902222222222222,0.1002991123811394,0.2108140444444444,0.2742851660867167,0.2719333333333333,0.2042760142552228,0.5217777777777779,0.2536275703555204,135.7286666666667,27.07965744798113,2.0088888888888888e-05,3.08683269891828e-05,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENFP,NF,enfp,5Y33P9aIymiALzC3V5bwsU,26,0.5347307692307693,0.1471531332163356,0.6349615384615384,0.2185738284002421,-7.888307692307691,3.5858524539554697,0.8461538461538461,0.3679464844031198,0.0723384615384615,0.0636843973162851,0.3539211538461538,0.3562979872671404,0.2396461538461538,0.174890206085462,0.5557576923076923,0.2298449706616647,128.386,29.39358153747175,0.2513069999999999,0.3709123880855038,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
ENFP,NF,ENFP의 계절이왔다,0PBSAzkRp6eVJbk3Z7SqjM,21,0.6908571428571428,0.0673582108686726,0.7511428571428571,0.1675032195852622,-4.798857142857143,2.1553106338928107,0.4761904761904761,0.511766315719159,0.073095238095238,0.0481913423364661,0.1749879523809523,0.1431819293173814,0.2186238095238095,0.1399175325138415,0.5938571428571429,0.2210403324541215,119.2565238095238,19.043103414672323,0.0118194323809523,0.0318554577148853,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
ENFP,NF,ENFP playlist🌺,20EnFkpeYHQNsZoTIanVH0,41,0.6289024390243901,0.1320806202434802,0.6921707317073171,0.1651783736508845,-5.982268292682927,2.097405611992948,0.6585365853658537,0.480091454702173,0.0667121951219512,0.0474672423631389,0.1666639975609756,0.2188035359514106,0.1851268292682927,0.1703570764957978,0.5467439024390244,0.2399409594554257,121.15946341463412,26.740174527382536,0.0032479648780487,0.0190401787769261,0.0,4.0,2.0,6.0,0.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
ENFP,NF,enfp brainrot ,6NHW0K3KyEIyRNERRnMDCl,50,0.6517000000000002,0.1306244421919542,0.7502,0.1823490709421613,-4.592639999999999,2.834457726347136,0.52,0.5046720495044484,0.0726279999999999,0.0469414748079228,0.17365846,0.2208416744754273,0.2206199999999999,0.1668102135570204,0.560824,0.2237697865473097,122.12942,26.40930958543187,0.0321025976,0.1536838523326777,2.0,6.0,2.0,3.0,0.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,2.0,3.0,4.0,1.0,0.0,1.0,2.0,0.0
ENFP,NF,enfp ,7CxJS9s2KYcqTwdWv8CICv,50,0.5048400000000001,0.1255809942724176,0.336456,0.1884877315988107,-10.38662,3.281864905936306,0.78,0.4184519575964802,0.058324,0.0584348950821793,0.658224,0.3158937664107079,0.182204,0.1373200863170514,0.267924,0.1543355337025965,113.83914,31.9897711929923,0.0810794869999999,0.2301119122989892,3.0,8.0,1.0,3.0,1.0,5.0,5.0,0.0,2.0,0.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0
ENFP,NF,infp x enfp,6JUEdRbIwyeowfNWhYhhdm,50,0.58154,0.1398862818032372,0.4756680000000001,0.1722065945311038,-8.0333,3.09535195486552,0.86,0.3505098327538656,0.0579699999999999,0.0472315669692139,0.47241,0.3162597158304276,0.188908,0.121699302967836,0.3939399999999999,0.1825053994169118,114.56732,33.45921229566726,0.0289131461999999,0.1389200234004138,0.0,5.0,3.0,1.0,0.0,5.0,2.0,0.0,2.0,1.0,2.0,2.0,4.0,8.0,3.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0
ENFP,NF,ENFP energy,4jDHilPeJQJjMJc5Ea29FE,50,0.65766,0.1313868893530764,0.7254599999999999,0.1697840417009988,-5.977720000000001,2.812122838493282,0.64,0.4848732213850611,0.073792,0.0710784155646682,0.182973634,0.1966574987745244,0.152062,0.0997625177865015,0.66628,0.218932944724439,124.97874,27.256018158744244,0.0201707025999999,0.106588467255719,0.0,7.0,1.0,3.0,0.0,4.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,5.0,4.0,3.0,5.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0
ENFP,NF,Fabs vibes,1RtivQ8ilzihgefR72vZuK,50,0.54386,0.1398808545491046,0.7590600000000001,0.1463818615394513,-5.9738,2.402328904056501,0.62,0.4903143514780145,0.06424,0.0522803080733549,0.11190667,0.1735482019331243,0.2257819999999999,0.1629184905630632,0.54718,0.2153886558322524,131.74241999999998,32.82859517038181,0.0245455902,0.0925385040874886,2.0,4.0,0.0,1.0,0.0,8.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,6.0,7.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0
ENFP,NF,ENFP,3kBxrDrBBro1dBFYxtozEB,50,0.6722199999999999,0.1099488359675182,0.7742200000000001,0.1385773621704586,-3.78694,1.548280420864597,0.6,0.4948716593053935,0.073564,0.0437391188101191,0.217138,0.2006814796677377,0.169962,0.1166133168612734,0.62666,0.1882586811289406,126.47852,34.1034097949523,3.502e-06,1.945836843213778e-05,1.0,3.0,2.0,4.0,1.0,4.0,0.0,0.0,1.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,0.0,2.0,2.0,1.0
ENFP,NF,ENFP/depressed/turnt up,1mzrch14OaPIGGRR0GoQMB,25,0.68444,0.1158501474607031,0.7450399999999998,0.1039372727498016,-5.60464,1.6650303520757008,0.56,0.5066228051190221,0.0440599999999999,0.0141906072221499,0.1208258399999999,0.164593415672195,0.1638,0.1125497926845417,0.6650800000000001,0.1871158108409512,121.20712,22.930878739740145,0.0320503708,0.1330415955583368,1.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
ENFP,NF,m maus [ep. 12 season 31] ENFP,0fPIJvZfXkOa3fxS1jwsag,17,0.6182941176470589,0.1785793817556643,0.6342941176470587,0.1480856022313961,-8.278941176470589,2.050089097776857,0.5882352941176471,0.5072996561958923,0.1011941176470588,0.0923696410528659,0.1936265294117647,0.1769239674684148,0.2261352941176471,0.1459007322684522,0.4893529411764705,0.2368089792365543,128.42470588235295,33.989164037536845,0.2354630117647059,0.289699405914227,0.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
ENFP,NF,Enfp moment,1NCv1ZCYd5IIATk9EfSICv,20,0.6932499999999999,0.0999851962726693,0.7578999999999999,0.1251718397790981,-5.8248500000000005,2.642749211970069,0.5,0.512989176042577,0.061715,0.0366061294119757,0.1329245,0.147052938819754,0.177385,0.1340222616032991,0.7275499999999999,0.1543903034179079,124.4724,24.17399788898896,0.008105642,0.0217836802662794,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
ENFP,NF,ENFP🤭🙈,1GYLsRNEuN4t7XaClNjIyL,23,0.6307826086956522,0.1198555784425342,0.6830869565217392,0.1782265955675216,-6.134695652173914,2.654081341405801,0.6086956521739131,0.4990108793478453,0.0550043478260869,0.0327261013185176,0.1784054130434782,0.2168882078333241,0.2235782608695651,0.1607740281957645,0.5601956521739132,0.2438955038503559,120.04956521739128,25.651946463140494,0.0064058630434782,0.0251852457715167,2.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
ENFP,NF,enfp ~,3K3XLh2M7Xs416kn2HrHf8,28,0.5656428571428571,0.1362789117910097,0.607357142857143,0.1614036151519754,-6.297821428571429,2.2941493711834866,0.9285714285714286,0.2622652641564809,0.0435249999999999,0.0235008057387479,0.3080168928571428,0.3273604118104261,0.1619857142857143,0.1151005477165772,0.4177142857142856,0.1777965664674631,126.64332142857144,35.40105610692215,0.0074732446428571,0.0341353662829468,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0
ENFP,NF,Enfp artists💐,2fGLrmEEqwxvz4BOAAuLnu,50,0.58914,0.1400387715992267,0.6344000000000001,0.1634320678946654,-7.249879999999999,2.2582647902443025,0.64,0.4848732213850611,0.132786,0.119533177035687,0.2173737399999999,0.2039539093315568,0.276238,0.2249863795333179,0.502856,0.2078079570278328,113.83696,32.89819447496554,0.0334494272,0.1362012560066327,0.0,4.0,2.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0
